ether,burnedBToken,receivedEth
2740313203563166759148,1000000000000000000000,11133942554671058846
2729596241288514953270,1000000000000000000000,10716962274651805878
2719267791483130269304,1000000000000000000000,10328449805384683966
2709301836594946919904,1000000000000000000000,9965954888183349400
2699674560320570453663,1000000000000000000000,9627276274376466241
2690364127194838349035,1000000000000000000000,9310433125732104628
2681350487191997639939,1000000000000000000000,9013640002840709096
2672615202226867932832,1000000000000000000000,8735284965129707107
2664141291856243491653,1000000000000000000000,8473910370624441179
2655913095836578528829,1000000000000000000000,8228196019664962824
2647916151501166302879,1000000000000000000000,7996944335412225950
2640137084185169567579,1000000000000000000000,7779067315996735300
2632563509155773247800,1000000000000000000000,7573575029396319779
2625183943702444884952,1000000000000000000000,7379565453328362848
2617987728213164174196,1000000000000000000000,7196215489280710756
2610964955210281147538,1000000000000000000000,7022773002883026658
2604106405447619665586,1000000000000000000000,6858549762661481952
2597403490281338386858,1000000000000000000000,6702915166281278728
2590848199623279380577,1000000000000000000000,6555290658059006281
2584433054869118366140,1000000000000000000000,6415144754161014437
2578151066266330800345,1000000000000000000000,6281988602787565795
2571995694250304404220,1000000000000000000000,6155372016026396125
2565960814332146259947,1000000000000000000000,6034879918158144273
2560040685169952855303,1000000000000000000000,5920129162193404644
2554229919497479209926,1000000000000000000000,5810765672473645377
2548523457621069442551,1000000000000000000000,5706461876409767375
2542916543228092496696,1000000000000000000000,5606914392976945855
2537404701278562282039,1000000000000000000000,5511841949530214657
2531983717776626846306,1000000000000000000000,5420983501935435733
2526649621240630691411,1000000000000000000000,5334096535996154895
2521398665709871298380,1000000000000000000000,5250955530759393031
2516227315143316395562,1000000000000000000000,5171350566554902818
2511132229080708786701,1000000000000000000000,5095086062607608861
2506110249449908530877,1000000000000000000000,5021979630800255824
2501158388416222829677,1000000000000000000000,4951861033685701200
2496273817180038663065,1000000000000000000000,4884571236184166612
2491453855638464150327,1000000000000000000000,4819961541574512738
2486695962835042889014,1000000000000000000000,4757892803421261313
2481997728129054090169,1000000000000000000000,4698234705988798845
2477356863022557455372,1000000000000000000000,4640865106496634797
2472771193589279148533,1000000000000000000000,4585669433278306839
2468238653454745883406,1000000000000000000000,4532540134533265127
2463757277281829881268,1000000000000000000000,4481376172916002138
2459325194720131223293,1000000000000000000000,4432082561698657975
2454940624781451223055,1000000000000000000000,4384569938680000238
2450601870607049489158,1000000000000000000000,4338754174401733897
2446307314595471128453,1000000000000000000000,4294556011578360705
2442055413862516770431,1000000000000000000000,4251900732954358022
2437844696007440051780,1000000000000000000000,4210717855076718651
2433673755161724286454,1000000000000000000000,4170940845715765326
2429541248298838264566,1000000000000000000000,4132506862886021888
2425445891785223499480,1000000000000000000000,4095356513614765086
2421386458154442190503,1000000000000000000000,4059433630781308977
2417361773087934806241,1000000000000000000000,4024685066507384262
2413370712587214619403,1000000000000000000000,3991060500720186838
2409412200323578056904,1000000000000000000000,3958512263636562499
2405485205152547120661,1000000000000000000000,3926995171030936243
2401588738781294751190,1000000000000000000000,3896466371252369471
2397721853578245991095,1000000000000000000000,3866885203048760095
2393883640514906219939,1000000000000000000000,3838213063339771156
2390073227230750678035,1000000000000000000000,3810413284155541904
2386289776212724227171,1000000000000000000000,3783451018026450864
2382532483081553309577,1000000000000000000000,3757293131170917594
2378800574977669191030,1000000000000000000000,3731908103884118547
2375093309040088042297,1000000000000000000000,3707265937581148733
2371409970972093927274,1000000000000000000000,3683338067994115023
2367749873688029555377,1000000000000000000000,3660097284064371897
2364112356035920527622,1000000000000000000000,3637517652109027755
2360496781591045191415,1000000000000000000000,3615574444875336207
2356902537515917213001,1000000000000000000000,3594244075127978414
2353329033482474372146,1000000000000000000000,3573504033442840855
2349775700652567405115,1000000000000000000000,3553332829906967031
2346241990713119251559,1000000000000000000000,3533709939448153556
2342727374962579864261,1000000000000000000000,3514615750539387298
2339231343445536688935,1000000000000000000000,3496031517043175326
2335753404132557710523,1000000000000000000000,3477939312978978412
2332293082142544131756,1000000000000000000000,3460321990013578767
2328849919005054696397,1000000000000000000000,3443163137489435359
2325423471960234663442,1000000000000000000000,3426447044820032955
2322013313294140634356,1000000000000000000000,3410158666094029086
2318619029707398884176,1000000000000000000000,3394283586741750180
2315240221715270506244,1000000000000000000000,3378807992128377932
2311876503077322421927,1000000000000000000000,3363718637948084317
2308527500255019926785,1000000000000000000000,3349002822302495142
2305192851895664669661,1000000000000000000000,3334648359355257124
2301872208341202454694,1000000000000000000000,3320643554462214967
2298565231160518624784,1000000000000000000000,3306977180683829910
2295271592703925583360,1000000000000000000000,3293638456593041424
2291990975678627747388,1000000000000000000000,3280617025297835972
2288723072744024363319,1000000000000000000000,3267902934603384069
2285467586125780585719,1000000000000000000000,3255486618243777600
2282224227247662406383,1000000000000000000000,3243358878118179336
2278992716380191788947,1000000000000000000000,3231510867470617436
2275772782305235039597,1000000000000000000000,3219934074956749350
2272564161995690331527,1000000000000000000000,3208620309544708070
2269366600309489677554,1000000000000000000000,3197561686200653973
2266179849697176767958,1000000000000000000000,3186750612312909596
2263003669922365195007,1000000000000000000000,3176179774811572951
2259837827794421888965,1000000000000000000000,3165842127943306042
2256682096912758292744,1000000000000000000000,3155730881663596221
2253536257422147088537,1000000000000000000000,3145839490611204207
2250400095778515329944,1000000000000000000000,3136161643631758593
2247273404524695784580,1000000000000000000000,3126691253819545364
2244155982075647300300,1000000000000000000000,3117422449048484280
2241047632512682207063,1000000000000000000000,3108349562965093237
2237948165386264280472,1000000000000000000000,3099467126417926591
2234857395526964736838,1000000000000000000000,3090769859299543634
2231775142864186209708,1000000000000000000000,3082252662778527130
2228701232252285772625,1000000000000000000000,3073910611900437083
2225635493303747913678,1000000000000000000000,3065738948537858947
2222577760229077018845,1000000000000000000000,3057733074670894833
2219527871683096461709,1000000000000000000000,3049888545980557136
2216485670617357899620,1000000000000000000000,3042201065738562089
2213451004138379908568,1000000000000000000000,3034666478977991052
2210423723371449713586,1000000000000000000000,3027280766930194982
2207403683329735546971,1000000000000000000000,3020040041714166615
2204390742788470147217,1000000000000000000000,3012940541265399754
2201384764163978147802,1000000000000000000000,3005978624491999415
2198385613397331643954,1000000000000000000000,2999150766646503848
2195393159842429110929,1000000000000000000000,2992453554902533025
2192407276158303120010,1000000000000000000000,2985883684125990919
2189427838205471996319,1000000000000000000000,2979437952831123691
2186454724946159721164,1000000000000000000000,2973113259312275155
2183487818348217033918,1000000000000000000000,2966906597942687246
2180527003292584865338,1000000000000000000000,2960815055632168580
2177572167484148964485,1000000000000000000000,2954835808435900853
2174623201365841891867,1000000000000000000000,2948966118307072618
2171679998035855467330,1000000000000000000000,2943203329986424537
2168742453167833305918,1000000000000000000000,2937544868022161412
2165810464933919270448,1000000000000000000000,2931988233914035470
2162883933930543536431,1000000000000000000000,2926531003375734017
2159962763106833522400,1000000000000000000000,2921170823710014031
2157046857695542204704,1000000000000000000000,2915905411291317696
2154136125146391327270,1000000000000000000000,2910732549150877434
2151230475061731749412,1000000000000000000000,2905650084659577858
2148329819134427663410,1000000000000000000000,2900655927304086002
2145434071087875672056,1000000000000000000000,2895748046551991354
2142543146618073757737,1000000000000000000000,2890924469801914319
2139656963337659011078,1000000000000000000000,2886183280414746659
2136775440721836630188,1000000000000000000000,2881522615822380890
2133898500056126161864,1000000000000000000000,2876940665710468324
2131026064385854243856,1000000000000000000000,2872435670271918008
2128158058467326231943,1000000000000000000000,2868005918528011913
2125294408720612066042,1000000000000000000000,2863649746714165901
2122435043183884554306,1000000000000000000000,2859365536727511736
2119579891469250940987,1000000000000000000000,2855151714633613319
2116728884720021180220,1000000000000000000000,2851006749229760767
2113881955569358770808,1000000000000000000000,2846929150662409412
2111039038100262323098,1000000000000000000000,2842917469096447710
2108200067806828234403,1000000000000000000000,2838970293434088695
2105364981556746949888,1000000000000000000000,2835086250081284515
2102533717554987287001,1000000000000000000000,2831264001759662887
2099706215308625208494,1000000000000000000000,2827502246362078507
2096882415592775246783,1000000000000000000000,2823799715849961711
2094062260417584515448,1000000000000000000000,2820155175190731335
2091245692996250896402,1000000000000000000000,2816567421333619046
2088432657714028567804,1000000000000000000000,2813035282222328598
2085623100098185541993,1000000000000000000000,2809557615843025811
2082816966788879318280,1000000000000000000000,2806133309306223713
2080014205510918125802,1000000000000000000000,2802761277961192478
2077214765046376540053,1000000000000000000000,2799440464541585749
2074418595208035506289,1000000000000000000000,2796169838341033764
2071625646813617996692,1000000000000000000000,2792948394417509597
2068835871660792668663,1000000000000000000000,2789775152825328029
2066049222502918981608,1000000000000000000000,2786649157873687055
2063265653025508271448,1000000000000000000000,2783569477410710160
2060485117823376278292,1000000000000000000000,2780535202131993156
2057707572378463575355,1000000000000000000000,2777545444912702937
2054932973038301258431,1000000000000000000000,2774599340162316924
2052161276995100127106,1000000000000000000000,2771696043201131325
2049392442265442423112,1000000000000000000000,2768834729657703994
2046626427670555989820,1000000000000000000000,2766014594886433292
2043863192817151481261,1000000000000000000000,2763234853404508559
2041102698078803981139,1000000000000000000000,2760494738347500122
2038344904577861093319,1000000000000000000000,2757793500942887820
2035589774167860236884,1000000000000000000000,2755130410000856435
2032837269416438522286,1000000000000000000000,2752504751421714598
2030087353588719201787,1000000000000000000000,2749915827719320499
2027339990631159278402,1000000000000000000000,2747362957559923385
2024595145155843424220,1000000000000000000000,2744845475315854182
2021852782425209902319,1000000000000000000000,2742362730633521901
2019112868337194707574,1000000000000000000000,2739914088015194745
2016375369410780641544,1000000000000000000000,2737498926414066030
2013640252771938516204,1000000000000000000000,2735116638842125340
2010907486139948141502,1000000000000000000000,2732766631990374702
2008177037814087193445,1000000000000000000000,2730448325860948057
2005448876660676483448,1000000000000000000000,2728161153410709997
2002722972100470556797,1000000000000000000000,2725904560205926651
1999999294096382939074,1000000000000000000000,2723678004087617723
1997277813141535724900,1000000000000000000000,2721480954847214174
1994558500247623564113,1000000000000000000000,2719312893912160787
1991841326933582447133,1000000000000000000000,2717173314041116980
1989126265214554024341,1000000000000000000000,2715061719028422792
1986413287591136514494,1000000000000000000000,2712977623417509847
1983702367038913564977,1000000000000000000000,2710920552222949517
1980993476998252722622,1000000000000000000000,2708890040660842355
1978286591364365458401,1000000000000000000000,2706885633887264221
1975581684477620963066,1000000000000000000000,2704906886744495335
1972878731114106194052,1000000000000000000000,2702953363514769014
1970177706476424907369,1000000000000000000000,2701024637681286683
1967478586184728651943,1000000000000000000000,2699120291696255426
1964781346267972938557,1000000000000000000000,2697239916755713386
1962085963155392021329,1000000000000000000000,2695383112580917228
1959392413668185947199,1000000000000000000000,2693549487206074130
1956700675011413738195,1000000000000000000000,2691738656772209004
1954010724766086772960,1000000000000000000000,2689950245326965235
1951322540881456628206,1000000000000000000000,2688183884630144754
1948636101667491827902,1000000000000000000000,2686439213964800304
1945951385787538128262,1000000000000000000000,2684715879953699640
1943268372251157140342,1000000000000000000000,2683013536380987920
1940587040407138259493,1000000000000000000000,2681331844018880849
1937907369936679032303,1000000000000000000000,2679670470459227190
1935229340846729247287,1000000000000000000000,2678029089949785016
1932552933463494185601,1000000000000000000000,2676407383235061686
1929878128426092612756,1000000000000000000000,2674805037401572845
1927204906680365231851,1000000000000000000000,2673221745727380905
1924533249472829453482,1000000000000000000000,2671657207535778369
1921863138344776467340,1000000000000000000000,2670111128052986142
1919194555126506725836,1000000000000000000000,2668583218269741504
1916527481931700071053,1000000000000000000000,2667073194806654783
1913861901151916853008,1000000000000000000000,2665580779783218045
1911197795451226499953,1000000000000000000000,2664105700690353055
1908535147760960110162,1000000000000000000000,2662647690266389791
1905873941274583739752,1000000000000000000000,2661206486376370410
1903214159442689162485,1000000000000000000000,2659781831894577267
1900555785968098975509,1000000000000000000000,2658373474590186976
1897898804801083019603,1000000000000000000000,2656981167015955906
1895243200134683173951,1000000000000000000000,2655604666399845652
1892588956400143673810,1000000000000000000000,2654243734539500141
1889936058262444184778,1000000000000000000000,2652898137699489032
1887284490615932949926,1000000000000000000000,2651567646511234852
1884634238580057405772,1000000000000000000000,2650252035875544154
1881985287495189740178,1000000000000000000000,2648951084867665594
1879337622918544939816,1000000000000000000000,2647664576644800362
1876691230620188946892,1000000000000000000000,2646392298355992924
1874046096579134614552,1000000000000000000000,2645134041054332340
1871402206979523217791,1000000000000000000000,2643889599611396761
1868759548206889341922,1000000000000000000000,2642658772633875869
1866118106844507033728,1000000000000000000000,2641441362382308194
1863477869669815161495,1000000000000000000000,2640237174691872233
1860838823650919989154,1000000000000000000000,2639046018895172341
1858200955943173026981,1000000000000000000000,2637867707746962173
1855564253885822276576,1000000000000000000000,2636702057350750405
1852928704998735041451,1000000000000000000000,2635548887087235125
1850294296979190526387,1000000000000000000000,2634408019544515064
1847661017698740498939,1000000000000000000000,2633279280450027448
1845028855200136335060,1000000000000000000000,2632162498604163879
1842397797694320817952,1000000000000000000000,2631057505815517108
1839767833557483104790,1000000000000000000000,2629964136837713162
1837138951328175320185,1000000000000000000000,2628882229307784605
1834511139704489278046,1000000000000000000000,2627811623686042139
1831884387541291874929,1000000000000000000000,2626752163197403117
1829258683847517738191,1000000000000000000000,2625703693774136738
1826634017783517751161,1000000000000000000000,2624666063999987030
1824010378658462115305,1000000000000000000000,2623639125055635856
1821387755927796645929,1000000000000000000000,2622622730665469376
1818766139190751033425,1000000000000000000000,2621616737045612504
1816145518187897836456,1000000000000000000000,2620621002853196969
1813525882798761006801,1000000000000000000000,2619635389136829655
1810907223039472777908,1000000000000000000000,2618659759288228893
1808289529060477780554,1000000000000000000000,2617693978994997354
1805672791144283279433,1000000000000000000000,2616737916194501121
1803056999703254453956,1000000000000000000000,2615791441028825477
1800442145277453675201,1000000000000000000000,2614854425800778755
1797828218532522758676,1000000000000000000000,2613926744930916525
1795215210257607199537,1000000000000000000000,2613008274915559139
1792603111363321422994,1000000000000000000000,2612098894285776543
1789991912879754108058,1000000000000000000000,2611198483567314936
1787381605954512667376,1000000000000000000000,2610306925241440682
1784772181850805989806,1000000000000000000000,2609424103706677570
1782163631945564575608,1000000000000000000000,2608549905241414198
1779555947727597216632,1000000000000000000000,2607684217967358976
1776949120795783395774,1000000000000000000000,2606826931813820858
1774343142857300601220,1000000000000000000000,2605977938482794554
1771738005725885771594,1000000000000000000000,2605137131414829626
1769133701320130108227,1000000000000000000000,2604304405755663367
1766530221661806510144,1000000000000000000000,2603479658323598083
1763927558874228906357,1000000000000000000000,2602662787577603787
1761325705180642778357,1000000000000000000000,2601853693586128000
1758724652902646183577,1000000000000000000000,2601052277996594780
1756124394458640607941,1000000000000000000000,2600258444005575636
1753524922362310992454,1000000000000000000000,2599472096329615487
1750926229221134295172,1000000000000000000000,2598693141176697282
1748328307734915965825,1000000000000000000000,2597921486218329347
1745731150694353725818,1000000000000000000000,2597157040562240007
1743134750979628061404,1000000000000000000000,2596399714725664414
1740539101559018852430,1000000000000000000000,2595649420609208974
1737944195487547573294,1000000000000000000000,2594906071471279136
1735350025905644516563,1000000000000000000000,2594169581903056731
1732756586037840503178,1000000000000000000000,2593439867804013385
1730163869191482556218,1000000000000000000000,2592716846357946960
1727571868755473027943,1000000000000000000000,2592000436009528275
1724980578199031682200,1000000000000000000000,2591290556441345743
1722389991070480246321,1000000000000000000000,2590587128551435879
1719800100996048958342,1000000000000000000000,2589890074431287979
1717210901678704646780,1000000000000000000000,2589199317344311562
1714622386896999891295,1000000000000000000000,2588514781704755485
1712034550503942823336,1000000000000000000000,2587836393057067959
1709447386425887136405,1000000000000000000000,2587164078055686931
1706860888661441885751,1000000000000000000000,2586497764445250654
1704275051280400667303,1000000000000000000000,2585837381041218448
1701689868422689775293,1000000000000000000000,2585182857710892010
1699105334297334947480,1000000000000000000000,2584534125354827813
1696521443181446316044,1000000000000000000000,2583891115888631436
1693938189419221191179,1000000000000000000000,2583253762225124865
1691355567420964313091,1000000000000000000000,2582621998256878088
1688773571662125216612,1000000000000000000000,2581995758839096479
1686192196682352360868,1000000000000000000000,2581374979772855744
1683611437084563684505,1000000000000000000000,2580759597788676363
1681031287534033254783,1000000000000000000000,2580149550530429722
1678451742757493686508,1000000000000000000000,2579544776539568275
1675872797542254014162,1000000000000000000000,2578945215239672346
1673294446735332707882,1000000000000000000000,2578350806921306280
1670716685242605530951,1000000000000000000000,2577761492727176931
1668139508027967943360,1000000000000000000000,2577177214637587591
1665562910112511762708,1000000000000000000000,2576597915456180652
1662986886573715800206,1000000000000000000000,2576023538795962502
1660411432544650195946,1000000000000000000000,2575454029065604260
1657836543213194183790,1000000000000000000000,2574889331456012156
1655262213821267022258,1000000000000000000000,2574329391927161532
1652688439664071833732,1000000000000000000000,2573774157195188526
1650115216089352099992,1000000000000000000000,2573223574719733740
1647542538496660567737,1000000000000000000000,2572677592691532255
1644970402336640323201,1000000000000000000000,2572136160020244536
1642398803110317800276,1000000000000000000000,2571599226322522925
1639827736368407491795,1000000000000000000000,2571066741910308481
1637257197710628138642,1000000000000000000000,2570538657779353153
1634687182785030176352,1000000000000000000000,2570014925597962290
1632117687287334223627,1000000000000000000000,2569495497695952725
1629548706960280401953,1000000000000000000000,2568980327053821674
1626980237592988280044,1000000000000000000000,2568469367292121909
1624412275020327241338,1000000000000000000000,2567962572661038706
1621844815122297077131,1000000000000000000000,2567459898030164207
1619277853823418612196,1000000000000000000000,2566961298878464935
1616711387092134173884,1000000000000000000000,2566466731284438312
1614145410940217719772,1000000000000000000000,2565976151916454112
1611579921422194442870,1000000000000000000000,2565489518023276902
1609014914634769677274,1000000000000000000000,2565006787424765596
1606450386716266930920,1000000000000000000000,2564527918502746354
1603886333846074875765,1000000000000000000000,2564052870192055155
1601322752244103129333,1000000000000000000000,2563581601971746432
1598759638170246665056,1000000000000000000000,2563114073856464277
1596196987923858692277,1000000000000000000000,2562650246387972779
1593634797843231850118,1000000000000000000000,2562190080626842159
1591073064305087562685,1000000000000000000000,2561733538144287433
1588511783724073406271,1000000000000000000000,2561280581014156414
1585950952552268342329,1000000000000000000000,2560831171805063942
1583390567278695673035,1000000000000000000000,2560385273572669294
1580830624428843579214,1000000000000000000000,2559942849852093821
1578271120564193103337,1000000000000000000000,2559503864650475877
1575712052281753443082,1000000000000000000000,2559068282439660255
1573153416213604423768,1000000000000000000000,2558636068149019314
1570595209026446020641,1000000000000000000000,2558207187158403127
1568037427421154804655,1000000000000000000000,2557781605291215986
1565480068132347187958,1000000000000000000000,2557359288807616697
1562923127927949347814,1000000000000000000000,2556940204397840144
1560366603608773710179,1000000000000000000000,2556524319175637635
1557810492008101876524,1000000000000000000000,2556111600671833655
1555254789991273879873,1000000000000000000000,2555702016827996651
1552699494455283658331,1000000000000000000000,2555295535990221542
1550144602328380636586,1000000000000000000000,2554892126903021745
1547590110569677308128,1000000000000000000000,2554491758703328458
1545036016168762713012,1000000000000000000000,2554094400914595116
1542482316145321708136,1000000000000000000000,2553700023441004876
1539929007548759929035,1000000000000000000000,2553308596561779101
1537376087457834344220,1000000000000000000000,2552920090925584815
1534823552980289305015,1000000000000000000000,2552534477545039205
1532271401252497995810,1000000000000000000000,2552151727791309205
1529719629439109191490,1000000000000000000000,2551771813388804320
1527168234732699230647,1000000000000000000000,2551394706409960843
1524617214353429114976,1000000000000000000000,2551020379270115671
1522066565548706647002,1000000000000000000000,2550648804722467974
1519516285592853520021,1000000000000000000000,2550279955853126981
1516966371786777275786,1000000000000000000000,2549913806076244235
1514416821457648047136,1000000000000000000000,2549550329129228650
1511867631958580004367,1000000000000000000000,2549189499068042769
1509318800668317425690,1000000000000000000000,2548831290262578677
1506770324990925313711,1000000000000000000000,2548475677392111979
1504222202355484481302,1000000000000000000000,2548122635440832409
1501674430215791031764,1000000000000000000000,2547772139693449538
1499127006050060159592,1000000000000000000000,2547424165730872172
1496579927360634199557,1000000000000000000000,2547078689425960035
1494033191673694853222,1000000000000000000000,2546735686939346335
1491486796538979523319,1000000000000000000000,2546395134715329903
1488940739529501687790,1000000000000000000000,2546057009477835529
1486395018241275246523,1000000000000000000000,2545721288226441267
1483849630293042775122,1000000000000000000000,2545387948232471401
1481304573326007621287,1000000000000000000000,2545056967035153835
1478759845003569780547,1000000000000000000000,2544728322437840740
1476215443011065489346,1000000000000000000000,2544401992504291201
1473671365055510474571,1000000000000000000000,2544077955555014775
1471127608865346799801,1000000000000000000000,2543756190163674770
1468584172190193249630,1000000000000000000000,2543436675153550171
1466041052800599194547,1000000000000000000000,2543119389594055083
1463498248487801879879,1000000000000000000000,2542804312797314668
1460955757063487083375,1000000000000000000000,2542491424314796504
1458413576359553087030,1000000000000000000000,2542180703933996345
1455871704227877909742,1000000000000000000000,2541872131675177288
1453330138540089748372,1000000000000000000000,2541565687788161370
1450788877187340575755,1000000000000000000000,2541261352749172617
1448247918080082845135,1000000000000000000000,2540959107257730620
1445707259147849251424,1000000000000000000000,2540658932233593711
1443166898339035500585,1000000000000000000000,2540360808813750839
1440626833620686039338,1000000000000000000000,2540064718349461247
1438087062978282698225,1000000000000000000000,2539770642403341113
1435547584415536201949,1000000000000000000000,2539478562746496276
1433008395954180501724,1000000000000000000000,2539188461355700225
1430469495633769885163,1000000000000000000000,2538900320410616561
1427930881511478820080,1000000000000000000000,2538614122291065083
1425392551661904489310,1000000000000000000000,2538329849574330770
1422854504176871974459,1000000000000000000000,2538047485032514851
1420316737165242047219,1000000000000000000000,2537767011629927240
1417779248752721527637,1000000000000000000000,2537488412520519582
1415242037081676169438,1000000000000000000000,2537211671045358199
1412705100310946033212,1000000000000000000000,2536936770730136226
1410168436615663308978,1000000000000000000000,2536663695282724234
1407632044187072550287,1000000000000000000000,2536392428590758691
1405095921232353282736,1000000000000000000000,2536122954719267551
1402560065974444950374,1000000000000000000000,2535855257908332362
1400024476651874164151,1000000000000000000000,2535589322570786223
1397489151518584217178,1000000000000000000000,2535325133289946973
1394954088843766832172,1000000000000000000000,2535062674817385006
1392419286911696107077,1000000000000000000000,2534801932070725095
1389884744021564625438,1000000000000000000000,2534542890131481639
1387350458487321698676,1000000000000000000000,2534285534242926762
1384816428637513707998,1000000000000000000000,2534029849807990678
1382282652815126514215,1000000000000000000000,2533775822387193783
1379749129377429904290,1000000000000000000000,2533523437696609925
1377215856695824043996,1000000000000000000000,2533272681605860294
1374682833155687906555,1000000000000000000000,2533023540136137441
1372150057156229647667,1000000000000000000000,2532775999458258888
1369617527110338897846,1000000000000000000000,2532530045890749821
1367085241444440943448,1000000000000000000000,2532285665897954398
1364553198598352768307,1000000000000000000000,2532042846088175141
1362021397025140928329,1000000000000000000000,2531801573211839978
1359489835190981231880,1000000000000000000000,2531561834159696449
1356958511575020199274,1000000000000000000000,2531323615961032606
1354427424669238275100,1000000000000000000000,2531086905781924174
1351896572978314767568,1000000000000000000000,2530851690923507532
1349365955019494489509,1000000000000000000000,2530617958820278059
1346835569322456076058,1000000000000000000000,2530385697038413451
1344305414429181954497,1000000000000000000000,2530154893274121561
1341775488893829942124,1000000000000000000000,2529925535352012373
1339245791282606448419,1000000000000000000000,2529697611223493705
1336716320173641258178,1000000000000000000000,2529471108965190241
1334187074156863872678,1000000000000000000000,2529246016777385500
1331658051833881386292,1000000000000000000000,2529022322982486386
1329129251817857876373,1000000000000000000000,2528800016023509919
1326600672733395284581,1000000000000000000000,2528579084462591792
1324072313216415768177,1000000000000000000000,2528359516979516404
1321544171914045500173,1000000000000000000000,2528141302370268004
1319016247484499897574,1000000000000000000000,2527924429545602599
1316488538596970257268,1000000000000000000000,2527708887529640306
1313961043931511779486,1000000000000000000000,2527494665458477782
1311433762178932959044,1000000000000000000000,2527281752578820442
1308906692040686324927,1000000000000000000000,2527070138246634117
1306379832228760509092,1000000000000000000000,2526859811925815835
1303853181465573625639,1000000000000000000000,2526650763186883453
1301326738483867941865,1000000000000000000000,2526442981705683774
1298800502026605822947,1000000000000000000000,2526236457262118918
1296274470846866932358,1000000000000000000000,2526031179738890589
