ether,mintedBToken,sentEth
27775025010011,100507377138098,1000000000000
28025025010011,100507377138000,1000000000000
28275025010011,100507377137903,1000000000000
28525025010011,100507377137806,1000000000000
28775025010011,100507377137709,1000000000000
29025025010011,100507377137612,1000000000000
29275025010011,100507377137515,1000000000000
29525025010011,100507377137418,1000000000000
29775025010011,100507377137321,1000000000000
30025025010011,100507377137224,1000000000000
30275025010011,100507377137126,1000000000000
30525025010011,100507377137030,1000000000000
30775025010011,100507377136933,1000000000000
31025025010011,100507377136835,1000000000000
31275025010011,100507377136738,1000000000000
31525025010011,100507377136642,1000000000000
31775025010011,100507377136544,1000000000000
32025025010011,100507377136447,1000000000000
32275025010011,100507377136350,1000000000000
32525025010011,100507377136253,1000000000000
32775025010011,100507377136156,1000000000000
33025025010011,100507377136059,1000000000000
33275025010011,100507377135962,1000000000000
33525025010011,100507377135864,1000000000000
33775025010011,100507377135768,1000000000000
34025025010011,100507377135671,1000000000000
34275025010011,100507377135573,1000000000000
34525025010011,100507377135477,1000000000000
34775025010011,100507377135379,1000000000000
35025025010011,100507377135282,1000000000000
35275025010011,100507377135185,1000000000000
35525025010011,100507377135089,1000000000000
35775025010011,100507377134991,1000000000000
36025025010011,100507377134894,1000000000000
36275025010011,100507377134796,1000000000000
36525025010011,100507377134700,1000000000000
36775025010011,100507377134603,1000000000000
37025025010011,100507377134506,1000000000000
37275025010011,100507377134408,1000000000000
37525025010011,100507377134312,1000000000000
37775025010011,100507377134214,1000000000000
38025025010011,100507377134118,1000000000000
38275025010011,100507377134020,1000000000000
38525025010011,100507377133923,1000000000000
38775025010011,100507377133827,1000000000000
39025025010011,100507377133729,1000000000000
39275025010011,100507377133632,1000000000000
39525025010011,100507377133535,1000000000000
39775025010011,100507377133438,1000000000000
40025025010011,100507377133340,1000000000000
40275025010011,100507377133244,1000000000000
40525025010011,100507377133147,1000000000000
40775025010011,100507377133049,1000000000000
41025025010011,100507377132953,1000000000000
41275025010011,100507377132855,1000000000000
41525025010011,100507377132759,1000000000000
41775025010011,100507377132661,1000000000000
42025025010011,100507377132564,1000000000000
42275025010011,100507377132467,1000000000000
42525025010011,100507377132370,1000000000000
42775025010011,100507377132273,1000000000000
43025025010011,100507377132176,1000000000000
43275025010011,100507377132079,1000000000000
43525025010011,100507377131982,1000000000000
43775025010011,100507377131885,1000000000000
44025025010011,100507377131787,1000000000000
44275025010011,100507377131691,1000000000000
44525025010011,100507377131593,1000000000000
44775025010011,100507377131497,1000000000000
45025025010011,100507377131399,1000000000000
45275025010011,100507377131302,1000000000000
45525025010011,100507377131206,1000000000000
45775025010011,100507377131108,1000000000000
46025025010011,100507377131011,1000000000000
46275025010011,100507377130914,1000000000000
46525025010011,100507377130817,1000000000000
46775025010011,100507377130719,1000000000000
47025025010011,100507377130623,1000000000000
47275025010011,100507377130526,1000000000000
47525025010011,100507377130428,1000000000000
47775025010011,100507377130332,1000000000000
48025025010011,100507377130234,1000000000000
48275025010011,100507377130138,1000000000000
48525025010011,100507377130040,1000000000000
48775025010011,100507377129943,1000000000000
49025025010011,100507377129847,1000000000000
49275025010011,100507377129749,1000000000000
49525025010011,100507377129652,1000000000000
49775025010011,100507377129555,1000000000000
50025025010011,100507377129458,1000000000000
50275025010011,100507377129360,1000000000000
50525025010011,100507377129264,1000000000000
50775025010011,100507377129167,1000000000000
51025025010011,100507377129069,1000000000000
51275025010011,100507377128973,1000000000000
51525025010011,100507377128875,1000000000000
51775025010011,100507377128779,1000000000000
52025025010011,100507377128681,1000000000000
52275025010011,100507377128584,1000000000000
52525025010011,100507377128487,1000000000000
52775025010011,100507377128390,1000000000000
53025025010011,100507377128293,1000000000000
53275025010011,100507377128196,1000000000000
53525025010011,100507377128099,1000000000000
53775025010011,100507377128002,1000000000000
54025025010011,100507377127905,1000000000000
54275025010011,100507377127807,1000000000000
54525025010011,100507377127711,1000000000000
54775025010011,100507377127613,1000000000000
55025025010011,100507377127517,1000000000000
55275025010011,100507377127419,1000000000000
55525025010011,100507377127322,1000000000000
55775025010011,100507377127225,1000000000000
56025025010011,100507377127129,1000000000000
56275025010011,100507377127031,1000000000000
56525025010011,100507377126934,1000000000000
56775025010011,100507377126837,1000000000000
57025025010011,100507377126739,1000000000000
57275025010011,100507377126643,1000000000000
57525025010011,100507377126546,1000000000000
57775025010011,100507377126448,1000000000000
58025025010011,100507377126352,1000000000000
58275025010011,100507377126254,1000000000000
58525025010011,100507377126158,1000000000000
58775025010011,100507377126060,1000000000000
59025025010011,100507377125963,1000000000000
59275025010011,100507377125866,1000000000000
59525025010011,100507377125770,1000000000000
59775025010011,100507377125672,1000000000000
60025025010011,100507377125575,1000000000000
60275025010011,100507377125477,1000000000000
60525025010011,100507377125381,1000000000000
60775025010011,100507377125284,1000000000000
61025025010011,100507377125187,1000000000000
61275025010011,100507377125089,1000000000000
61525025010011,100507377124993,1000000000000
61775025010011,100507377124895,1000000000000
62025025010011,100507377124798,1000000000000
62275025010011,100507377124702,1000000000000
62525025010011,100507377124604,1000000000000
312525025010011,100507377076019023,1000000000000000
562525025010011,100507376978945698,1000000000000000
812525025010011,100507376881872346,1000000000000000
1062525025010011,100507376784798965,1000000000000000
1312525025010011,100507376687725554,1000000000000000
1562525025010011,100507376590652116,1000000000000000
1812525025010011,100507376493578650,1000000000000000
2062525025010011,100507376396505153,1000000000000000
2312525025010011,100507376299431630,1000000000000000
2562525025010011,100507376202358077,1000000000000000
2812525025010011,100507376105284496,1000000000000000
3062525025010011,100507376008210886,1000000000000000
3312525025010011,100507375911137247,1000000000000000
3562525025010011,100507375814063581,1000000000000000
3812525025010011,100507375716989886,1000000000000000
4062525025010011,100507375619916162,1000000000000000
4312525025010011,100507375522842409,1000000000000000
4562525025010011,100507375425768628,1000000000000000
4812525025010011,100507375328694818,1000000000000000
5062525025010011,100507375231620981,1000000000000000
5312525025010011,100507375134547113,1000000000000000
5562525025010011,100507375037473219,1000000000000000
5812525025010011,100507374940399295,1000000000000000
6062525025010011,100507374843325342,1000000000000000
6312525025010011,100507374746251361,1000000000000000
6562525025010011,100507374649177352,1000000000000000
6812525025010011,100507374552103314,1000000000000000
7062525025010011,100507374455029248,1000000000000000
7312525025010011,100507374357955152,1000000000000000
7562525025010011,100507374260881029,1000000000000000
7812525025010011,100507374163806876,1000000000000000
8062525025010011,100507374066732696,1000000000000000
8312525025010011,100507373969658487,1000000000000000
8562525025010011,100507373872584248,1000000000000000
8812525025010011,100507373775509982,1000000000000000
9062525025010011,100507373678435687,1000000000000000
9312525025010011,100507373581361364,1000000000000000
9562525025010011,100507373484287012,1000000000000000
9812525025010011,100507373387212631,1000000000000000
10062525025010011,100507373290138222,1000000000000000
10312525025010011,100507373193063784,1000000000000000
10562525025010011,100507373095989318,1000000000000000
10812525025010011,100507372998914823,1000000000000000
11062525025010011,100507372901840300,1000000000000000
11312525025010011,100507372804765747,1000000000000000
11562525025010011,100507372707691168,1000000000000000
11812525025010011,100507372610616558,1000000000000000
12062525025010011,100507372513541921,1000000000000000
12312525025010011,100507372416467254,1000000000000000
12562525025010011,100507372319392560,1000000000000000
12812525025010011,100507372222317837,1000000000000000
13062525025010011,100507372125243085,1000000000000000
13312525025010011,100507372028168304,1000000000000000
13562525025010011,100507371931093496,1000000000000000
13812525025010011,100507371834018658,1000000000000000
14062525025010011,100507371736943792,1000000000000000
14312525025010011,100507371639868898,1000000000000000
14562525025010011,100507371542793975,1000000000000000
14812525025010011,100507371445719023,1000000000000000
15062525025010011,100507371348644042,1000000000000000
15312525025010011,100507371251569034,1000000000000000
15562525025010011,100507371154493997,1000000000000000
15812525025010011,100507371057418931,1000000000000000
16062525025010011,100507370960343836,1000000000000000
16312525025010011,100507370863268714,1000000000000000
16562525025010011,100507370766193562,1000000000000000
16812525025010011,100507370669118382,1000000000000000
17062525025010011,100507370572043173,1000000000000000
17312525025010011,100507370474967937,1000000000000000
17562525025010011,100507370377892670,1000000000000000
17812525025010011,100507370280817376,1000000000000000
18062525025010011,100507370183742054,1000000000000000
18312525025010011,100507370086666702,1000000000000000
18562525025010011,100507369989591322,1000000000000000
18812525025010011,100507369892515914,1000000000000000
19062525025010011,100507369795440476,1000000000000000
19312525025010011,100507369698365011,1000000000000000
19562525025010011,100507369601289517,1000000000000000
19812525025010011,100507369504213994,1000000000000000
20062525025010011,100507369407138443,1000000000000000
20312525025010011,100507369310062864,1000000000000000
20562525025010011,100507369212987255,1000000000000000
20812525025010011,100507369115911618,1000000000000000
21062525025010011,100507369018835952,1000000000000000
21312525025010011,100507368921760259,1000000000000000
21562525025010011,100507368824684536,1000000000000000
21812525025010011,100507368727608785,1000000000000000
22062525025010011,100507368630533005,1000000000000000
22312525025010011,100507368533457197,1000000000000000
22562525025010011,100507368436381361,1000000000000000
22812525025010011,100507368339305495,1000000000000000
23062525025010011,100507368242229601,1000000000000000
23312525025010011,100507368145153679,1000000000000000
23562525025010011,100507368048077728,1000000000000000
23812525025010011,100507367951001748,1000000000000000
24062525025010011,100507367853925740,1000000000000000
24312525025010011,100507367756849704,1000000000000000
24562525025010011,100507367659773639,1000000000000000
24812525025010011,100507367562697544,1000000000000000
25062525025010011,100507367465621423,1000000000000000
25312525025010011,100507367368545272,1000000000000000
25562525025010011,100507367271469092,1000000000000000
25812525025010011,100507367174392885,1000000000000000
26062525025010011,100507367077316647,1000000000000000
26312525025010011,100507366980240383,1000000000000000
26562525025010011,100507366883164090,1000000000000000
26812525025010011,100507366786087767,1000000000000000
27062525025010011,100507366689011416,1000000000000000
27312525025010011,100507366591935038,1000000000000000
27562525025010011,100507366494858629,1000000000000000
27812525025010011,100507366397782193,1000000000000000
28062525025010011,100507366300705729,1000000000000000
28312525025010011,100507366203629234,1000000000000000
28562525025010011,100507366106552713,1000000000000000
28812525025010011,100507366009476163,1000000000000000
29062525025010011,100507365912399583,1000000000000000
29312525025010011,100507365815322975,1000000000000000
29562525025010011,100507365718246339,1000000000000000
29812525025010011,100507365621169675,1000000000000000
30062525025010011,100507365524092981,1000000000000000
30312525025010011,100507365427016260,1000000000000000
30562525025010011,100507365329939509,1000000000000000
30812525025010011,100507365232862730,1000000000000000
31062525025010011,100507365135785922,1000000000000000
31312525025010011,100507365038709086,1000000000000000
31562525025010011,100507364941632222,1000000000000000
31812525025010011,100507364844555329,1000000000000000
32062525025010011,100507364747478407,1000000000000000
32312525025010011,100507364650401456,1000000000000000
32562525025010011,100507364553324478,1000000000000000
32812525025010011,100507364456247470,1000000000000000
33062525025010011,100507364359170435,1000000000000000
33312525025010011,100507364262093369,1000000000000000
33562525025010011,100507364165016277,1000000000000000
33812525025010011,100507364067939156,1000000000000000
34062525025010011,100507363970862005,1000000000000000
34312525025010011,100507363873784826,1000000000000000
34562525025010011,100507363776707619,1000000000000000
34812525025010011,100507363679630384,1000000000000000
35062525025010011,100507363582553119,1000000000000000
35312525025010011,100507363485475826,1000000000000000
35562525025010011,100507363388398504,1000000000000000
35812525025010011,100507363291321155,1000000000000000
36062525025010011,100507363194243776,1000000000000000
36312525025010011,100507363097166369,1000000000000000
36562525025010011,100507363000088933,1000000000000000
36812525025010011,100507362903011469,1000000000000000
37062525025010011,100507362805933976,1000000000000000
37312525025010011,100507362708856455,1000000000000000
37562525025010011,100507362611778905,1000000000000000
37812525025010011,100507362514701327,1000000000000000
38062525025010011,100507362417623719,1000000000000000
38312525025010011,100507362320546084,1000000000000000
38562525025010011,100507362223468420,1000000000000000
38812525025010011,100507362126390727,1000000000000000
39062525025010011,100507362029313006,1000000000000000
39312525025010011,100507361932235257,1000000000000000
39562525025010011,100507361835157478,1000000000000000
39812525025010011,100507361738079671,1000000000000000
40062525025010011,100507361641001836,1000000000000000
40312525025010011,100507361543923971,1000000000000000
40562525025010011,100507361446846080,1000000000000000
40812525025010011,100507361349768158,1000000000000000
41062525025010011,100507361252690208,1000000000000000
41312525025010011,100507361155612231,1000000000000000
41562525025010011,100507361058534224,1000000000000000
41812525025010011,100507360961456188,1000000000000000
42062525025010011,100507360864378124,1000000000000000
42312525025010011,100507360767300033,1000000000000000
42562525025010011,100507360670221911,1000000000000000
42812525025010011,100507360573143761,1000000000000000
43062525025010011,100507360476065584,1000000000000000
43312525025010011,100507360378987377,1000000000000000
43562525025010011,100507360281909142,1000000000000000
43812525025010011,100507360184830878,1000000000000000
44062525025010011,100507360087752586,1000000000000000
44312525025010011,100507359990674265,1000000000000000
44562525025010011,100507359893595916,1000000000000000
44812525025010011,100507359796517538,1000000000000000
45062525025010011,100507359699439131,1000000000000000
45312525025010011,100507359602360697,1000000000000000
45562525025010011,100507359505282233,1000000000000000
45812525025010011,100507359408203740,1000000000000000
46062525025010011,100507359311125220,1000000000000000
46312525025010011,100507359214046671,1000000000000000
46562525025010011,100507359116968093,1000000000000000
46812525025010011,100507359019889487,1000000000000000
47062525025010011,100507358922810851,1000000000000000
47312525025010011,100507358825732189,1000000000000000
47562525025010011,100507358728653496,1000000000000000
47812525025010011,100507358631574776,1000000000000000
48062525025010011,100507358534496026,1000000000000000
48312525025010011,100507358437417249,1000000000000000
48562525025010011,100507358340338443,1000000000000000
48812525025010011,100507358243259608,1000000000000000
49062525025010011,100507358146180745,1000000000000000
49312525025010011,100507358049101852,1000000000000000
49562525025010011,100507357952022933,1000000000000000
49812525025010011,100507357854943983,1000000000000000
50062525025010011,100507357757865006,1000000000000000
50312525025010011,100507357660786000,1000000000000000
50562525025010011,100507357563706965,1000000000000000
50812525025010011,100507357466627902,1000000000000000
51062525025010011,100507357369548810,1000000000000000
51312525025010011,100507357272469690,1000000000000000
51562525025010011,100507357175390541,1000000000000000
51812525025010011,100507357078311364,1000000000000000
52062525025010011,100507356981232157,1000000000000000
52312525025010011,100507356884152923,1000000000000000
52562525025010011,100507356787073661,1000000000000000
52812525025010011,100507356689994368,1000000000000000
53062525025010011,100507356592915048,1000000000000000
53312525025010011,100507356495835700,1000000000000000
53562525025010011,100507356398756322,1000000000000000
53812525025010011,100507356301676917,1000000000000000
54062525025010011,100507356204597482,1000000000000000
54312525025010011,100507356107518019,1000000000000000
54562525025010011,100507356010438528,1000000000000000
54812525025010011,100507355913359007,1000000000000000
55062525025010011,100507355816279459,1000000000000000
55312525025010011,100507355719199882,1000000000000000
55562525025010011,100507355622120277,1000000000000000
55812525025010011,100507355525040641,1000000000000000
56062525025010011,100507355427960980,1000000000000000
56312525025010011,100507355330881287,1000000000000000
56562525025010011,100507355233801568,1000000000000000
56812525025010011,100507355136721820,1000000000000000
57062525025010011,100507355039642042,1000000000000000
57312525025010011,100507354942562237,1000000000000000
57562525025010011,100507354845482402,1000000000000000
57812525025010011,100507354748402540,1000000000000000
58062525025010011,100507354651322649,1000000000000000
58312525025010011,100507354554242729,1000000000000000
58562525025010011,100507354457162780,1000000000000000
58812525025010011,100507354360082804,1000000000000000
59062525025010011,100507354263002798,1000000000000000
59312525025010011,100507354165922765,1000000000000000
59562525025010011,100507354068842701,1000000000000000
59812525025010011,100507353971762611,1000000000000000
60062525025010011,100507353874682491,1000000000000000
60312525025010011,100507353777602342,1000000000000000
60562525025010011,100507353680522166,1000000000000000
60812525025010011,100507353583441961,1000000000000000
61062525025010011,100507353486361726,1000000000000000
61312525025010011,100507353389281464,1000000000000000
61562525025010011,100507353292201174,1000000000000000
61812525025010011,100507353195120853,1000000000000000
62062525025010011,100507353098040506,1000000000000000
62312525025010011,100507353000960129,1000000000000000
62562525025010011,100507352903879724,1000000000000000
62812525025010011,100507352806799290,1000000000000000
63062525025010011,100507352709718827,1000000000000000
63312525025010011,100507352612638337,1000000000000000
63562525025010011,100507352515557817,1000000000000000
63812525025010011,100507352418477270,1000000000000000
64062525025010011,100507352321396693,1000000000000000
64312525025010011,100507352224316088,1000000000000000
64562525025010011,100507352127235454,1000000000000000
64812525025010011,100507352030154792,1000000000000000
65062525025010011,100507351933074101,1000000000000000
65312525025010011,100507351835993382,1000000000000000
65562525025010011,100507351738912634,1000000000000000
65812525025010011,100507351641831858,1000000000000000
66062525025010011,100507351544751052,1000000000000000
66312525025010011,100507351447670220,1000000000000000
66562525025010011,100507351350589357,1000000000000000
66812525025010011,100507351253508466,1000000000000000
67062525025010011,100507351156427548,1000000000000000
67312525025010011,100507351059346599,1000000000000000
67562525025010011,100507350962265624,1000000000000000
67812525025010011,100507350865184618,1000000000000000
68062525025010011,100507350768103585,1000000000000000
68312525025010011,100507350671022523,1000000000000000
68562525025010011,100507350573941433,1000000000000000
68812525025010011,100507350476860314,1000000000000000
69062525025010011,100507350379779166,1000000000000000
69312525025010011,100507350282697989,1000000000000000
69562525025010011,100507350185616786,1000000000000000
69812525025010011,100507350088535552,1000000000000000
70062525025010011,100507349991454290,1000000000000000
70312525025010011,100507349894372999,1000000000000000
70562525025010011,100507349797291681,1000000000000000
70812525025010011,100507349700210333,1000000000000000
71062525025010011,100507349603128957,1000000000000000
71312525025010011,100507349506047553,1000000000000000
71562525025010011,100507349408966120,1000000000000000
71812525025010011,100507349311884657,1000000000000000
72062525025010011,100507349214803168,1000000000000000
72312525025010011,100507349117721649,1000000000000000
72562525025010011,100507349020640101,1000000000000000
72812525025010011,100507348923558525,1000000000000000
73062525025010011,100507348826476921,1000000000000000
73312525025010011,100507348729395288,1000000000000000
73562525025010011,100507348632313627,1000000000000000
73812525025010011,100507348535231936,1000000000000000
74062525025010011,100507348438150217,1000000000000000
74312525025010011,100507348341068471,1000000000000000
74562525025010011,100507348243986694,1000000000000000
74812525025010011,100507348146904890,1000000000000000
75062525025010011,100507348049823058,1000000000000000
75312525025010011,100507347952741195,1000000000000000
75562525025010011,100507347855659306,1000000000000000
