ether,sentEth,receivedEth
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,1000000000000000000,250000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,10000000000000000000,2500000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,100000000000000000000,25000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,1000000000000000000000,250000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,10000000000000000000000,2500000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,100000000000000000000000,25000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,1000000000000000000000000,250000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
1,10000000000000000000000000,2500000000000000000000000
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,4,1
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000,250
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000,250000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000,250000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000,250000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000,250000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,1000000000000000000,250000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,10000000000000000000,2500000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
250,100000000000000000000,25000000000000000000
