ether,burnedBToken,receivedEth
2484115720714947743303,1000000000000000000000,4793311646639193227
2479383338535175983082,1000000000000000000000,4732382179771760221
2474709501043350028899,1000000000000000000000,4673837491825954183
2470091946051422794020,1000000000000000000000,4617554991927234879
2465528526201006805148,1000000000000000000000,4563419850415988872
2461017201783231454341,1000000000000000000000,4511324417775350807
2456556034089644083764,1000000000000000000000,4461167693587370577
2452143179248979665507,1000000000000000000000,4412854840664418257
2447776882508954689078,1000000000000000000000,4366296740024976429
2443455472926111049722,1000000000000000000000,4321409582843639356
2439177358430198948500,1000000000000000000000,4278114495912101222
2434941021232690981934,1000000000000000000000,4236337197507966566
2430745013551803757136,1000000000000000000000,4196007680887224798
2426587953628904480691,1000000000000000000000,4157059922899276445
2422468522013429596997,1000000000000000000000,4119431615474883694
2418385458095468433274,1000000000000000000000,4083063917961163723
2414337556866991359812,1000000000000000000000,4047901228477073462
2410323665894350716446,1000000000000000000000,4013890972640643366
2406342682486172686546,1000000000000000000000,3980983408178029900
2402393551042106209163,1000000000000000000000,3949131444066477383
2398475260569115770018,1000000000000000000000,3918290472990439145
2394586842353111674224,1000000000000000000000,3888418216004095794
2390727367774715865756,1000000000000000000000,3859474578395808468
2386895946258873906072,1000000000000000000000,3831421515841959684
2383091723348853595217,1000000000000000000000,3804222910020310855
2379313878895926142118,1000000000000000000000,3777844452927453099
2375561625356714104384,1000000000000000000000,3752253539212037734
2371834206190818072774,1000000000000000000000,3727419165896031610
2368130894351907127053,1000000000000000000000,3703311838910945721
2364450990865981677380,1000000000000000000000,3679903485925449673
2360793823490996122021,1000000000000000000000,3657167374985555359
2357158745452467006494,1000000000000000000000,3635078038529115527
2353545134250093839347,1000000000000000000000,3613611202373167147
2349952390530787800459,1000000000000000000000,3592743719306038888
2346379937023841322819,1000000000000000000000,3572453506946477640
2342827217534281687992,1000000000000000000000,3552719489559634827
2339293695990736827003,1000000000000000000000,3533521543544860989
2335778855544403698213,1000000000000000000000,3514840446333128790
2332282197715950940649,1000000000000000000000,3496657828452757564
2328803241587409800250,1000000000000000000000,3478956128541140399
2325341523036312248273,1000000000000000000000,3461718551097551977
2321896594009524250691,1000000000000000000000,3444929026787997582
2318468021834396659367,1000000000000000000000,3428572175127591324
2315055388565017409057,1000000000000000000000,3412633269379250310
2311658290361497734333,1000000000000000000000,3397098203519674724
2308276336900362980909,1000000000000000000000,3381953461134753424
2304909150814246198301,1000000000000000000000,3367186086116782608
2301556367159200903954,1000000000000000000000,3352783655045294347
2298217632908058966860,1000000000000000000000,3338734251141937094
2294892606468361167648,1000000000000000000000,3325026439697799212
2291580957223482287211,1000000000000000000000,3311649244878880437
2288282365095660137037,1000000000000000000000,3298592127822150174
2284996520129719301210,1000000000000000000000,3285844965940835827
2281723122096355996814,1000000000000000000000,3273398033363304396
2278461880113920819220,1000000000000000000000,3261241982435177594
2275212512287701627098,1000000000000000000000,3249367826219192122
2271974745365769810564,1000000000000000000000,3237766921931816534
2268748314410510015345,1000000000000000000000,3226430955259795219
2265532962485006378735,1000000000000000000000,3215351925503636610
2262328440353507756362,1000000000000000000000,3204522131498622373
2259134506195240545988,1000000000000000000000,3193934158267210374
2255950925330880787905,1000000000000000000000,3183580864359758083
2252777469961037463928,1000000000000000000000,3173455369843323977
2249613918916136533535,1000000000000000000000,3163551044900930393
2246460057417130425270,1000000000000000000000,3153861499006108265
2243315676846490618151,1000000000000000000000,3144380570639807119
2240180574528971762063,1000000000000000000000,3135102317518856088
2237054553521664645859,1000000000000000000000,3126021007307116204
2233937422412882364054,1000000000000000000000,3117131108782281805
2230828995129449383601,1000000000000000000000,3108427283432980453
2227729090751986988096,1000000000000000000000,3099904377462395505
2224637533337810885702,1000000000000000000000,3091557414176102394
2221554151751077708934,1000000000000000000000,3083381586733176768
2218478779499836801608,1000000000000000000000,3075372251240907326
2215411254579662166312,1000000000000000000000,3067524920174635296
2212351419323556813982,1000000000000000000000,3059835256105352330
2209299120257838089174,1000000000000000000000,3052299065718724808
2206254207963727908468,1000000000000000000000,3044912294110180706
2203216536944386308635,1000000000000000000000,3037671019341599833
2200185965497140314306,1000000000000000000000,3030571447245994329
2197162355590672956708,1000000000000000000000,3023609906467357598
2194145572746949356196,1000000000000000000000,3016782843723600512
2191135485927668169098,1000000000000000000000,3010086819281187098
2188131967425037437690,1000000000000000000000,3003518502630731408
2185134892756684011788,1000000000000000000000,2997074668353425902
2182144140564515269621,1000000000000000000000,2990752192168742167
2179159592517360889687,1000000000000000000000,2984548047154379934
2176181133217230947386,1000000000000000000000,2978459300129942301
2173208650109034661043,1000000000000000000000,2972483108196286343
2170242033393611720408,1000000000000000000000,2966616715422940635
2167281175943935323517,1000000000000000000000,2960857449676396891
2164325973224352850089,1000000000000000000000,2955202719582473428
2161376323212736534834,1000000000000000000000,2949650011616315255
2158432126325422593909,1000000000000000000000,2944196887313940925
2155493285344823022895,1000000000000000000000,2938840980599571014
2152559705349599744097,1000000000000000000000,2933579995223278798
2149631293647295952598,1000000000000000000000,2928411702303791499
2146707959709324411119,1000000000000000000000,2923333937971541479
2143789615108217089020,1000000000000000000000,2918344601107322099
2140876173457044945347,1000000000000000000000,2913441651172143673
2137967550350920833590,1000000000000000000000,2908623106124111757
2135063663310502469539,1000000000000000000000,2903887040418364051
2132164431727416165472,1000000000000000000000,2899231583086304067
2129269776811525605283,1000000000000000000000,2894654915890560189
2126379621539973326587,1000000000000000000000,2890155271552278696
2123493890607925797502,1000000000000000000000,2885730932047529085
2120612510380956036904,1000000000000000000000,2881380226969760598
2117735408849000636524,1000000000000000000000,2877101531955400380
2114862515581830809368,1000000000000000000000,2872893267169827156
2111993761685979719639,1000000000000000000000,2868753895851089729
2109129079763070851743,1000000000000000000000,2864681922908867896
2106268403869494557096,1000000000000000000000,2860675893576294647
2103411669477382183815,1000000000000000000000,2856734392112373281
2100558813436829351973,1000000000000000000000,2852856040552831842
2097709773939321991866,1000000000000000000000,2849039497507360107
2094864490482320719905,1000000000000000000000,2845283457001271961
2092022903834960991592,1000000000000000000000,2841586647359728313
2089184956004828248279,1000000000000000000000,2837947830132743313
2086350590205768968614,1000000000000000000000,2834365799059279665
2083519750826700151069,1000000000000000000000,2830839379068817545
2080692383401381294701,1000000000000000000000,2827367425318856368
2077868434579114415213,1000000000000000000000,2823948822266879488
2075047852096339035961,1000000000000000000000,2820582482775379252
2072230584749090432343,1000000000000000000000,2817267347248603618
2069416582366290686033,1000000000000000000000,2814002382799746310
2066605795783843326015,1000000000000000000000,2810786582447360018
2063798176819503499069,1000000000000000000000,2807618964339826946
2060993678248496726016,1000000000000000000000,2804498571006773053
2058192253779860364254,1000000000000000000000,2801424468636361762
2055393858033482914253,1000000000000000000000,2798395746377450001
2052598446517817280100,1000000000000000000000,2795411515665634153
2049805975608245024060,1000000000000000000000,2792470909572256040
2047016402526069544418,1000000000000000000000,2789573082175479642
2044229685318116956698,1000000000000000000000,2786717207952587720
2041445782836924272413,1000000000000000000000,2783902481192684285
2038664654721495248625,1000000000000000000000,2781128115429023788
2035886261378605027422,1000000000000000000000,2778393342890221203
2033110563964635398514,1000000000000000000000,2775697413969628908
2030337524367923202027,1000000000000000000000,2773039596712196487
2027567105191605043612,1000000000000000000000,2770419176318158415
2024799269736942121563,1000000000000000000000,2767835454662922049
2022033981987109567022,1000000000000000000000,2765287749832554541
2019271206591435274709,1000000000000000000000,2762775395674292313
2016510908850073754188,1000000000000000000000,2760297741361520521
2013753054699101061432,1000000000000000000000,2757854150972692756
2010997610696017378536,1000000000000000000000,2755444003083682896
2008244544005644296776,1000000000000000000000,2753066690373081760
2005493822386404325731,1000000000000000000000,2750721619239971045
2002745414176970599841,1000000000000000000000,2748408209433725890
1999999288283275184323,1000000000000000000000,2746125893695415518
1997255414165864795712,1000000000000000000000,2743874117410388611
1994513761827593149090,1000000000000000000000,2741652338271646622
1991774301801639525128,1000000000000000000000,2739460025953623962
1989037005139843516074,1000000000000000000000,2737296661796009054
1986301843401346261360,1000000000000000000000,2735161738497254714
1983568788641528821309,1000000000000000000000,2733054759817440051
1980837813401238662016,1000000000000000000000,2730975240290159293
1978108890696295536469,1000000000000000000000,2728922704943125547
1975381994007268346858,1000000000000000000000,2726896689027189611
1972657097269514861407,1000000000000000000000,2724896737753485451
1969934174863476436309,1000000000000000000000,2722922406038425098
1967213201605220160053,1000000000000000000000,2720973258256276256
1964494152737221093973,1000000000000000000000,2719048867999066080
1961777003919377529650,1000000000000000000000,2717148817843564323
1959061731220252421315,1000000000000000000000,2715272699125108335
1956348311108534379986,1000000000000000000000,2713420111718041329
1953636720444711836082,1000000000000000000000,2711590663822543904
1950926936472954189107,1000000000000000000000,2709783971757646975
1948218936813193966931,1000000000000000000000,2707999659760222176
1945512699453404213658,1000000000000000000000,2706237359789753273
1942808202742065514239,1000000000000000000000,2704496711338699419
1940105425380817246264,1000000000000000000000,2702777361248267975
1937404346417287824961,1000000000000000000000,2701078963529421303
1934704945238098876668,1000000000000000000000,2699401179188948293
1932007201562038439109,1000000000000000000000,2697743676060437559
1929311095433398444038,1000000000000000000000,2696106128639995071
1926616607215471889360,1000000000000000000000,2694488217926554678
1923923717584205253974,1000000000000000000000,2692889631266635386
1921232407522001849515,1000000000000000000000,2691310062203404459
1918542658311671939086,1000000000000000000000,2689749210329910429
1915854451530525584196,1000000000000000000000,2688206781146354890
1913167769044604307612,1000000000000000000000,2686682485921276584
1910482593003047781880,1000000000000000000000,2685176041556525732
1907798905832591871087,1000000000000000000000,2683687170455910793
1905116690232194467091,1000000000000000000000,2682215600397403996
1902435929167785671228,1000000000000000000000,2680761064408795863
1899756605867138978423,1000000000000000000000,2679323300646692805
1897078703814860222971,1000000000000000000000,2677902052278755452
1894402206747491144027,1000000000000000000000,2676497067369078944
1891727098648724524291,1000000000000000000000,2675108098766619736
1889053363744727947520,1000000000000000000000,2673734903996576771
1886380986499573309587,1000000000000000000000,2672377245154637933
1883709951610769303813,1000000000000000000000,2671034888804005774
1881040244004894184478,1000000000000000000000,2669707605875119335
1878371848833326192752,1000000000000000000000,2668395171567991726
1875704751468069106977,1000000000000000000000,2667097365257085775
1873038937497670454324,1000000000000000000000,2665813970398652653
1870374392723229993433,1000000000000000000000,2664544774440460891
1867711103154496147868,1000000000000000000000,2663289568733845565
1865049055006048138101,1000000000000000000000,2662048148448009767
1862388234693561625403,1000000000000000000000,2660820312486512698
1859728628830155744548,1000000000000000000000,2659605863405880855
1857070224222819463676,1000000000000000000000,2658404607336280872
1854413007868915269139,1000000000000000000000,2657216353904194537
1851756966952758230666,1000000000000000000000,2656040916157038473
1849102088842268557890,1000000000000000000000,2654878110489672776
1846448361085695813164,1000000000000000000000,2653727756572744726
1843795771408412997764,1000000000000000000000,2652589677282815400
1841144307709778779100,1000000000000000000000,2651463698634218664
1838493958060066175444,1000000000000000000000,2650349649712603656
1835844710697456062061,1000000000000000000000,2649247362610113383
1833196554025093908486,1000000000000000000000,2648156672362153575
1830549476608208201116,1000000000000000000000,2647077416885707370
1827903467171289048308,1000000000000000000000,2646009436919152808
1825258514595325506892,1000000000000000000000,2644952575963541416
1822614607915100209372,1000000000000000000000,2643906680225297520
1819971736316539910253,1000000000000000000000,2642871598560299119
1817329889134120607841,1000000000000000000000,2641847182419302412
1814689055848325934663,1000000000000000000000,2640833285794673178
1812049226083157545259,1000000000000000000000,2639829765168389404
1809410389603696264661,1000000000000000000000,2638836479461280598
1806772536313712794374,1000000000000000000000,2637853289983470287
1804135656253326805147,1000000000000000000000,2636880060385989227
1801499739596713277320,1000000000000000000000,2635916656613527827
1798864776649854980069,1000000000000000000000,2634962946858297251
1796230757848340010524,1000000000000000000000,2634018801514969545
1793597673755203342450,1000000000000000000000,2633084093136668074
1790965515058811362072,1000000000000000000000,2632158696391980378
1788334272570788395682,1000000000000000000000,2631242488022966390
1785703937223984259910,1000000000000000000000,2630335346804135772
1783074500070481891017,1000000000000000000000,2629437153502368893
1780445952279644134290,1000000000000000000000,2628547790837756727
1777818285136198798614,1000000000000000000000,2627667143445335676
1775191490038361104594,1000000000000000000000,2626795097837694020
1772565558495992677217,1000000000000000000000,2625931542368427377
1769940482128796255984,1000000000000000000000,2625076367196421233
1767316252664545316784,1000000000000000000000,2624229464250939200
1764692861937347820473,1000000000000000000000,2623390727197496311
1762070301885943323231,1000000000000000000000,2622560051404497242
1759448564552032703286,1000000000000000000000,2621737333910619945
1756827642078639777605,1000000000000000000000,2620922473392925681
1754207526708504100526,1000000000000000000000,2620115370135677079
1751588210782504254250,1000000000000000000000,2619315925999846276
1748969686738110958499,1000000000000000000000,2618524044393295751
1746351947107869343548,1000000000000000000000,2617739630241614951
1743734984517909747257,1000000000000000000000,2616962589959596291
1741118791686486412732,1000000000000000000000,2616192831423334525
1738503361422543478715,1000000000000000000000,2615430263942934017
1735888686624307669942,1000000000000000000000,2614674798235808773
1733274760277907109322,1000000000000000000000,2613926346400560620
1730661575456015688102,1000000000000000000000,2613184821891421220
1728049125316522444010,1000000000000000000000,2612450139493244092
1725437403101225410862,1000000000000000000000,2611722215297033148
1722826402134549416254,1000000000000000000000,2611000966675994608
1720216115822287316667,1000000000000000000000,2610286312262099587
1717606537650364171771,1000000000000000000000,2609578171923144896
1714997661183623871738,1000000000000000000000,2608876466740300033
1712389480064637743131,1000000000000000000000,2608181118986128607
1709781988012534670370,1000000000000000000000,2607492052103072761
1707175178821852280851,1000000000000000000000,2606809190682389519
1704569046361408752660,1000000000000000000000,2606132460443528191
1701963584573194814289,1000000000000000000000,2605461788213938371
1699358787471285516059,1000000000000000000000,2604797101909298230
1696754649140771362882,1000000000000000000000,2604138330514153177
1694151163736708407714,1000000000000000000000,2603485404062955168
1691548325483086914509,1000000000000000000000,2602838253621493205
1688946128671818208644,1000000000000000000000,2602196811268705865
1686344567661739341792,1000000000000000000000,2601561010078866852
1683743636877635206883,1000000000000000000000,2600930784104134909
1681143330809277747320,1000000000000000000000,2600306068357459563
1678543644010481912881,1000000000000000000000,2599686798795834439
1675944571098178022765,1000000000000000000000,2599072912303890116
1673346106751500204124,1000000000000000000000,2598464346677818641
1670748245710890582021,1000000000000000000000,2597861040609622103
1668150982777218904230,1000000000000000000000,2597262933671677791
1665554312810917291529,1000000000000000000000,2596669966301612701
1662958230731129811197,1000000000000000000000,2596082079787480332
1660362731514876578329,1000000000000000000000,2595499216253232868
1657767810196232096273,1000000000000000000000,2594921318644482056
1655173461865517554026,1000000000000000000000,2594348330714542247
1652579681668506804834,1000000000000000000000,2593780197010749192
1649986464805645756392,1000000000000000000000,2593216862861048442
1647393806531284909146,1000000000000000000000,2592658274360847246
1644801702152924785073,1000000000000000000000,2592104378360124073
1642210147030473995062,1000000000000000000000,2591555122450790011
1639619136575519698654,1000000000000000000000,2591010454954296408
1637028666250610215333,1000000000000000000000,2590470324909483321
1634438731568549551927,1000000000000000000000,2589934682060663406
1631849328091703615835,1000000000000000000000,2589403476845936092
1629260451431317888914,1000000000000000000000,2588876660385726921
1626672097246846341773,1000000000000000000000,2588354184471547141
1624084261245291373047,1000000000000000000000,2587836001554968726
1621496939180554562946,1000000000000000000000,2587322064736810101
1618910126852798034944,1000000000000000000000,2586812327756528002
1616323820107816223969,1000000000000000000000,2586306744981810975
1613738014836417853808,1000000000000000000000,2585805271398370161
1611152706973817930704,1000000000000000000000,2585307862599923104
1608567892499039564302,1000000000000000000000,2584814474778366402
1605983567434325431128,1000000000000000000000,2584325064714133174
1603399727844558699767,1000000000000000000000,2583839589766731361
1600816369836693240771,1000000000000000000000,2583358007865458996
1598233489559192948086,1000000000000000000000,2582880277500292685
1595651083201480002483,1000000000000000000000,2582406357712945603
1593069146993391911067,1000000000000000000000,2581936208088091416
1590487677204647160453,1000000000000000000000,2581469788744750614
1587906670144319324613,1000000000000000000000,2581007060327835840
1585326122160319471750,1000000000000000000000,2580547983999852863
1582746029638886717821,1000000000000000000000,2580092521432753929
1580166389004086777518,1000000000000000000000,2579640634799940303
1577587196717318366635,1000000000000000000000,2579192286768410883
1575008449276827312774,1000000000000000000000,2578747440491053861
1572430143217228234336,1000000000000000000000,2578306059599078438
1569852275109033650631,1000000000000000000000,2577868108194583705
1567274841558190388769,1000000000000000000000,2577433550843261862
1564697839205623155774,1000000000000000000000,2577002352567232995
1562121264726785147067,1000000000000000000000,2576574478838008707
1559545114831215565088,1000000000000000000000,2576149895569581979
1556969386262103924426,1000000000000000000000,2575728569111640662
1554394075795861022349,1000000000000000000000,2575310466242902077
1551819180241696456066,1000000000000000000000,2574895554164566283
1549244696441202570487,1000000000000000000000,2574483800493885579
1546670621267944722596,1000000000000000000000,2574075173257847891
1544096951627057750824,1000000000000000000000,2573669640886971772
1541523684454848540098,1000000000000000000000,2573267172209210726
1538950816718404575406,1000000000000000000000,2572867736443964692
1536378345415208378881,1000000000000000000000,2572471303196196525
1533806267572757727496,1000000000000000000000,2572077842450651385
1531234580248191550524,1000000000000000000000,2571687324566176972
1528663280527921407918,1000000000000000000000,2571299720270142606
1526092365527268452716,1000000000000000000000,2570915000652955202
1523521832390105782519,1000000000000000000000,2570533137162670197
1520951678288506086940,1000000000000000000000,2570154101599695579
1518381900422394499758,1000000000000000000000,2569777866111587182
1515812496019206566331,1000000000000000000000,2569404403187933427
1513243462333551238528,1000000000000000000000,2569033685655327803
1510674796646878811206,1000000000000000000000,2568665686672427322
1508106496267153715891,1000000000000000000000,2568300379725095315
1505538558528532088989,1000000000000000000000,2567937738621626902
1502970980791044033449,1000000000000000000000,2567577737488055540
1500403760440280494378,1000000000000000000000,2567220350763539071
1497836894887084670613,1000000000000000000000,2566865553195823765
1495270381567247885810,1000000000000000000000,2566513319836784803
1492704217941209844027,1000000000000000000000,2566163626038041783
1490138401493763196243,1000000000000000000000,2565816447446647784
1487572929733762345672,1000000000000000000000,2565471760000850571
1485007800193836421067,1000000000000000000000,2565129539925924605
1482443010430106348615,1000000000000000000000,2564789763730072452
1479878558021905954278,1000000000000000000000,2564452408200394337
1477314440571507029784,1000000000000000000000,2564117450398924494
1474750655703848296696,1000000000000000000000,2563784867658733088
1472187201066268204235,1000000000000000000000,2563454637580092461
1469624074328241497754,1000000000000000000000,2563126738026706481
1467061273181119495925,1000000000000000000000,2562801147122001829
1464498795337874015875,1000000000000000000000,2562477843245480050
1461936638532844886640,1000000000000000000000,2562156805029129235
1459374800521490992409,1000000000000000000000,2561838011353894231
1456813279080144788129,1000000000000000000000,2561521441346204280
1454252072005770231102,1000000000000000000000,2561207074374557027
1451691177115724073247,1000000000000000000000,2560894890046157855
1449130592247520459725,1000000000000000000000,2560584868203613522
1446570315258598780629,1000000000000000000000,2560276988921679096
1444010344026094723400,1000000000000000000000,2559971232504057229
1441450676446614474628,1000000000000000000000,2559667579480248772
1438891310436012020799,1000000000000000000000,2559366010602453829
1436332243929169498481,1000000000000000000000,2559066506842522318
1433773474879780545364,1000000000000000000000,2558769049388953117
1431215001260136604421,1000000000000000000000,2558473619643940943
1428656821060916134344,1000000000000000000000,2558180199220470077
1426098932290976680242,1000000000000000000000,2557888769939454102
1423541332977149759438,1000000000000000000000,2557599313826920804
1420984021164038517985,1000000000000000000000,2557311813111241453
1418426994913818114360,1000000000000000000000,2557026250220403625
1415870252306038787525,1000000000000000000000,2556742607779326835
1413313791437431567364,1000000000000000000000,2556460868607220161
1410757610421716586204,1000000000000000000000,2556181015714981160
1408201707389413950901,1000000000000000000000,2555903032302635303
1405646080487657135673,1000000000000000000000,2555626901756815228
1403090727880008856574,1000000000000000000000,2555352607648279099
1400535647746279389189,1000000000000000000000,2555080133729467385
1397980838282347291820,1000000000000000000000,2554809463932097369
1395426297699982497083,1000000000000000000000,2554540582364794737
1392872024226671735497,1000000000000000000000,2554273473310761586
1390318016105446255286,1000000000000000000000,2554008121225480211
1387764271594711803231,1000000000000000000000,2553744510734452055
1385210788968080832035,1000000000000000000000,2553482626630971196
1382657566514206900254,1000000000000000000000,2553222453873931781
1380104602536621231449,1000000000000000000000,2552963977585668805
1377551895353571399781,1000000000000000000000,2552707183049831668
1374999443297862109852,1000000000000000000000,2552452055709289929
1372447244716698039126,1000000000000000000000,2552198581164070726
1369895297971528711851,1000000000000000000000,2551946745169327275
1367343601437895373885,1000000000000000000000,2551696533633337966
1364792153505279838410,1000000000000000000000,2551447932615535475
1362240952576955272979,1000000000000000000000,2551200928324565431
1359689997069838898884,1000000000000000000000,2550955507116374095
1357139285414346574322,1000000000000000000000,2550711655492324562
1354588816054249233285,1000000000000000000000,2550469360097341037
1352038587446531152646,1000000000000000000000,2550228607718080639
1349488598061250020298,1000000000000000000000,2549989385281132348
1346938846381398777734,1000000000000000000000,2549751679851242564
1344389330902769210855,1000000000000000000000,2549515478629566879
1341840050133817263263,1000000000000000000000,2549280768951947592
1339291002595530046710,1000000000000000000000,2549047538287216553
1336742186821294523816,1000000000000000000000,2548815774235522894
1334193601356767838563,1000000000000000000000,2548585464526685253
1331645244759749270514,1000000000000000000000,2548356597018568049
1329097115600053789067,1000000000000000000000,2548129159695481447
1326549212459387184476,1000000000000000000000,2547903140666604591
1324001533931222752755,1000000000000000000000,2547678528164431721
1321454078620679511938,1000000000000000000000,2547455310543240817
1318906845144401927571,1000000000000000000000,2547233476277584367
1316359832130441125655,1000000000000000000000,2547013013960801916
1313813038218137571622,1000000000000000000000,2546793912303554033
1311266462058005194281,1000000000000000000000,2546576160132377341
1308720102311616934016,1000000000000000000000,2546359746388260265
1306173957651491694857,1000000000000000000000,2546144660125239159
