ether,mintedBToken,sentEth
1275010011,99757377149,1000000000
1525010011,99757377149,1000000000
1775010011,99757377149,1000000000
2025010011,99757377148,1000000000
2275010011,99757377149,1000000000
2525010011,99757377149,1000000000
2775010011,99757377149,1000000000
3025010011,99757377149,1000000000
3275010011,99757377149,1000000000
3525010011,99757377148,1000000000
3775010011,99757377149,1000000000
4025010011,99757377149,1000000000
4275010011,99757377149,1000000000
4525010011,99757377149,1000000000
4775010011,99757377149,1000000000
5025010011,99757377148,1000000000
5275010011,99757377149,1000000000
5525010011,99757377149,1000000000
5775010011,99757377149,1000000000
6025010011,99757377149,1000000000
6275010011,99757377149,1000000000
6525010011,99757377148,1000000000
6775010011,99757377149,1000000000
7025010011,99757377149,1000000000
7275010011,99757377149,1000000000
7525010011,99757377149,1000000000
7775010011,99757377149,1000000000
8025010011,99757377148,1000000000
8275010011,99757377149,1000000000
8525010011,99757377149,1000000000
8775010011,99757377149,1000000000
9025010011,99757377149,1000000000
9275010011,99757377149,1000000000
9525010011,99757377148,1000000000
9775010011,99757377149,1000000000
10025010011,99757377149,1000000000
10275010011,99757377149,1000000000
10525010011,99757377149,1000000000
10775010011,99757377149,1000000000
11025010011,99757377148,1000000000
11275010011,99757377149,1000000000
11525010011,99757377149,1000000000
11775010011,99757377149,1000000000
12025010011,99757377149,1000000000
12275010011,99757377149,1000000000
12525010011,99757377148,1000000000
12775010011,99757377149,1000000000
13025010011,99757377149,1000000000
13275010011,99757377149,1000000000
13525010011,99757377149,1000000000
13775010011,99757377149,1000000000
14025010011,99757377148,1000000000
14275010011,99757377149,1000000000
14525010011,99757377149,1000000000
14775010011,99757377149,1000000000
15025010011,99757377149,1000000000
15275010011,99757377148,1000000000
15525010011,99757377149,1000000000
15775010011,99757377149,1000000000
16025010011,99757377149,1000000000
16275010011,99757377149,1000000000
16525010011,99757377149,1000000000
16775010011,99757377148,1000000000
17025010011,99757377149,1000000000
17275010011,99757377149,1000000000
17525010011,99757377149,1000000000
17775010011,99757377149,1000000000
18025010011,99757377149,1000000000
18275010011,99757377148,1000000000
18525010011,99757377149,1000000000
18775010011,99757377149,1000000000
19025010011,99757377149,1000000000
19275010011,99757377149,1000000000
19525010011,99757377149,1000000000
19775010011,99757377148,1000000000
20025010011,99757377149,1000000000
20275010011,99757377149,1000000000
20525010011,99757377149,1000000000
20775010011,99757377149,1000000000
21025010011,99757377148,1000000000
21275010011,99757377149,1000000000
21525010011,99757377149,1000000000
21775010011,99757377149,1000000000
22025010011,99757377149,1000000000
22275010011,99757377149,1000000000
22525010011,99757377148,1000000000
22775010011,99757377149,1000000000
23025010011,99757377149,1000000000
23275010011,99757377149,1000000000
23525010011,99757377149,1000000000
23775010011,99757377149,1000000000
24025010011,99757377148,1000000000
24275010011,99757377149,1000000000
24525010011,99757377149,1000000000
24775010011,99757377149,1000000000
25025010011,99757377149,1000000000
275025010011,99757377148775,1000000000000
525025010011,99757377148679,1000000000000
775025010011,99757377148581,1000000000000
1025025010011,99757377148484,1000000000000
1275025010011,99757377148387,1000000000000
1525025010011,99757377148290,1000000000000
1775025010011,99757377148193,1000000000000
2025025010011,99757377148096,1000000000000
2275025010011,99757377147999,1000000000000
2525025010011,99757377147902,1000000000000
2775025010011,99757377147805,1000000000000
3025025010011,99757377147707,1000000000000
3275025010011,99757377147611,1000000000000
3525025010011,99757377147513,1000000000000
3775025010011,99757377147417,1000000000000
4025025010011,99757377147319,1000000000000
4275025010011,99757377147223,1000000000000
4525025010011,99757377147125,1000000000000
4775025010011,99757377147028,1000000000000
5025025010011,99757377146931,1000000000000
5275025010011,99757377146834,1000000000000
5525025010011,99757377146737,1000000000000
5775025010011,99757377146640,1000000000000
6025025010011,99757377146543,1000000000000
6275025010011,99757377146445,1000000000000
6525025010011,99757377146349,1000000000000
6775025010011,99757377146251,1000000000000
7025025010011,99757377146155,1000000000000
7275025010011,99757377146057,1000000000000
7525025010011,99757377145961,1000000000000
7775025010011,99757377145863,1000000000000
8025025010011,99757377145766,1000000000000
8275025010011,99757377145669,1000000000000
8525025010011,99757377145572,1000000000000
8775025010011,99757377145475,1000000000000
9025025010011,99757377145378,1000000000000
9275025010011,99757377145281,1000000000000
9525025010011,99757377145184,1000000000000
9775025010011,99757377145086,1000000000000
10025025010011,99757377144990,1000000000000
10275025010011,99757377144893,1000000000000
10525025010011,99757377144795,1000000000000
10775025010011,99757377144698,1000000000000
11025025010011,99757377144602,1000000000000
11275025010011,99757377144504,1000000000000
11525025010011,99757377144407,1000000000000
11775025010011,99757377144310,1000000000000
12025025010011,99757377144213,1000000000000
12275025010011,99757377144116,1000000000000
12525025010011,99757377144019,1000000000000
12775025010011,99757377143922,1000000000000
13025025010011,99757377143825,1000000000000
13275025010011,99757377143727,1000000000000
13525025010011,99757377143631,1000000000000
13775025010011,99757377143533,1000000000000
14025025010011,99757377143437,1000000000000
14275025010011,99757377143339,1000000000000
14525025010011,99757377143242,1000000000000
14775025010011,99757377143146,1000000000000
15025025010011,99757377143048,1000000000000
15275025010011,99757377142951,1000000000000
15525025010011,99757377142854,1000000000000
15775025010011,99757377142757,1000000000000
16025025010011,99757377142659,1000000000000
16275025010011,99757377142563,1000000000000
16525025010011,99757377142466,1000000000000
16775025010011,99757377142369,1000000000000
17025025010011,99757377142271,1000000000000
17275025010011,99757377142175,1000000000000
17525025010011,99757377142077,1000000000000
17775025010011,99757377141980,1000000000000
18025025010011,99757377141884,1000000000000
18275025010011,99757377141786,1000000000000
18525025010011,99757377141689,1000000000000
18775025010011,99757377141592,1000000000000
19025025010011,99757377141495,1000000000000
19275025010011,99757377141398,1000000000000
19525025010011,99757377141301,1000000000000
19775025010011,99757377141203,1000000000000
20025025010011,99757377141107,1000000000000
20275025010011,99757377141010,1000000000000
20525025010011,99757377140912,1000000000000
20775025010011,99757377140816,1000000000000
21025025010011,99757377140718,1000000000000
21275025010011,99757377140621,1000000000000
21525025010011,99757377140525,1000000000000
21775025010011,99757377140427,1000000000000
22025025010011,99757377140330,1000000000000
22275025010011,99757377140233,1000000000000
22525025010011,99757377140136,1000000000000
22775025010011,99757377140039,1000000000000
23025025010011,99757377139941,1000000000000
23275025010011,99757377139845,1000000000000
23525025010011,99757377139748,1000000000000
23775025010011,99757377139650,1000000000000
24025025010011,99757377139554,1000000000000
24275025010011,99757377139456,1000000000000
24525025010011,99757377139360,1000000000000
24775025010011,99757377139262,1000000000000
25025025010011,99757377139165,1000000000000
25275025010011,99757377139068,1000000000000
25525025010011,99757377138971,1000000000000
25775025010011,99757377138874,1000000000000
26025025010011,99757377138777,1000000000000
26275025010011,99757377138680,1000000000000
26525025010011,99757377138583,1000000000000
26775025010011,99757377138485,1000000000000
27025025010011,99757377138389,1000000000000
27275025010011,99757377138292,1000000000000
27525025010011,99757377138194,1000000000000
27775025010011,99757377138098,1000000000000
28025025010011,99757377138000,1000000000000
28275025010011,99757377137903,1000000000000
28525025010011,99757377137806,1000000000000
28775025010011,99757377137709,1000000000000
29025025010011,99757377137612,1000000000000
29275025010011,99757377137515,1000000000000
29525025010011,99757377137418,1000000000000
29775025010011,99757377137321,1000000000000
30025025010011,99757377137224,1000000000000
30275025010011,99757377137126,1000000000000
30525025010011,99757377137030,1000000000000
30775025010011,99757377136933,1000000000000
31025025010011,99757377136835,1000000000000
31275025010011,99757377136738,1000000000000
31525025010011,99757377136642,1000000000000
31775025010011,99757377136544,1000000000000
32025025010011,99757377136447,1000000000000
32275025010011,99757377136350,1000000000000
32525025010011,99757377136253,1000000000000
32775025010011,99757377136156,1000000000000
33025025010011,99757377136059,1000000000000
33275025010011,99757377135962,1000000000000
33525025010011,99757377135864,1000000000000
33775025010011,99757377135768,1000000000000
34025025010011,99757377135671,1000000000000
34275025010011,99757377135573,1000000000000
34525025010011,99757377135477,1000000000000
34775025010011,99757377135379,1000000000000
35025025010011,99757377135282,1000000000000
35275025010011,99757377135185,1000000000000
35525025010011,99757377135089,1000000000000
35775025010011,99757377134991,1000000000000
36025025010011,99757377134894,1000000000000
36275025010011,99757377134796,1000000000000
36525025010011,99757377134700,1000000000000
36775025010011,99757377134603,1000000000000
37025025010011,99757377134506,1000000000000
37275025010011,99757377134408,1000000000000
37525025010011,99757377134312,1000000000000
37775025010011,99757377134214,1000000000000
38025025010011,99757377134118,1000000000000
38275025010011,99757377134020,1000000000000
38525025010011,99757377133923,1000000000000
38775025010011,99757377133827,1000000000000
39025025010011,99757377133729,1000000000000
39275025010011,99757377133632,1000000000000
39525025010011,99757377133535,1000000000000
39775025010011,99757377133438,1000000000000
40025025010011,99757377133340,1000000000000
40275025010011,99757377133244,1000000000000
40525025010011,99757377133147,1000000000000
40775025010011,99757377133049,1000000000000
41025025010011,99757377132953,1000000000000
41275025010011,99757377132855,1000000000000
41525025010011,99757377132759,1000000000000
41775025010011,99757377132661,1000000000000
42025025010011,99757377132564,1000000000000
42275025010011,99757377132467,1000000000000
42525025010011,99757377132370,1000000000000
42775025010011,99757377132273,1000000000000
43025025010011,99757377132176,1000000000000
43275025010011,99757377132079,1000000000000
43525025010011,99757377131982,1000000000000
43775025010011,99757377131885,1000000000000
44025025010011,99757377131787,1000000000000
44275025010011,99757377131691,1000000000000
44525025010011,99757377131593,1000000000000
44775025010011,99757377131497,1000000000000
45025025010011,99757377131399,1000000000000
45275025010011,99757377131302,1000000000000
45525025010011,99757377131206,1000000000000
45775025010011,99757377131108,1000000000000
46025025010011,99757377131011,1000000000000
46275025010011,99757377130914,1000000000000
46525025010011,99757377130817,1000000000000
46775025010011,99757377130719,1000000000000
47025025010011,99757377130623,1000000000000
47275025010011,99757377130526,1000000000000
47525025010011,99757377130428,1000000000000
47775025010011,99757377130332,1000000000000
48025025010011,99757377130234,1000000000000
48275025010011,99757377130138,1000000000000
48525025010011,99757377130040,1000000000000
48775025010011,99757377129943,1000000000000
49025025010011,99757377129847,1000000000000
49275025010011,99757377129749,1000000000000
49525025010011,99757377129652,1000000000000
49775025010011,99757377129555,1000000000000
50025025010011,99757377129458,1000000000000
50275025010011,99757377129360,1000000000000
50525025010011,99757377129264,1000000000000
50775025010011,99757377129167,1000000000000
51025025010011,99757377129069,1000000000000
51275025010011,99757377128973,1000000000000
51525025010011,99757377128875,1000000000000
51775025010011,99757377128779,1000000000000
52025025010011,99757377128681,1000000000000
52275025010011,99757377128584,1000000000000
52525025010011,99757377128487,1000000000000
52775025010011,99757377128390,1000000000000
53025025010011,99757377128293,1000000000000
53275025010011,99757377128196,1000000000000
53525025010011,99757377128099,1000000000000
53775025010011,99757377128002,1000000000000
54025025010011,99757377127905,1000000000000
54275025010011,99757377127807,1000000000000
54525025010011,99757377127711,1000000000000
54775025010011,99757377127613,1000000000000
55025025010011,99757377127517,1000000000000
55275025010011,99757377127419,1000000000000
55525025010011,99757377127322,1000000000000
55775025010011,99757377127225,1000000000000
56025025010011,99757377127129,1000000000000
56275025010011,99757377127031,1000000000000
56525025010011,99757377126934,1000000000000
56775025010011,99757377126837,1000000000000
57025025010011,99757377126739,1000000000000
57275025010011,99757377126643,1000000000000
57525025010011,99757377126546,1000000000000
57775025010011,99757377126448,1000000000000
58025025010011,99757377126352,1000000000000
58275025010011,99757377126254,1000000000000
58525025010011,99757377126158,1000000000000
58775025010011,99757377126060,1000000000000
59025025010011,99757377125963,1000000000000
59275025010011,99757377125866,1000000000000
59525025010011,99757377125770,1000000000000
59775025010011,99757377125672,1000000000000
60025025010011,99757377125575,1000000000000
60275025010011,99757377125477,1000000000000
60525025010011,99757377125381,1000000000000
60775025010011,99757377125284,1000000000000
61025025010011,99757377125187,1000000000000
61275025010011,99757377125089,1000000000000
61525025010011,99757377124993,1000000000000
61775025010011,99757377124895,1000000000000
62025025010011,99757377124798,1000000000000
62275025010011,99757377124702,1000000000000
62525025010011,99757377124604,1000000000000
312525025010011,99757377076019023,1000000000000000
562525025010011,99757376978945698,1000000000000000
812525025010011,99757376881872346,1000000000000000
1062525025010011,99757376784798965,1000000000000000
1312525025010011,99757376687725554,1000000000000000
1562525025010011,99757376590652116,1000000000000000
1812525025010011,99757376493578650,1000000000000000
2062525025010011,99757376396505153,1000000000000000
2312525025010011,99757376299431630,1000000000000000
2562525025010011,99757376202358077,1000000000000000
2812525025010011,99757376105284496,1000000000000000
3062525025010011,99757376008210886,1000000000000000
3312525025010011,99757375911137247,1000000000000000
3562525025010011,99757375814063581,1000000000000000
3812525025010011,99757375716989886,1000000000000000
4062525025010011,99757375619916162,1000000000000000
4312525025010011,99757375522842409,1000000000000000
4562525025010011,99757375425768628,1000000000000000
4812525025010011,99757375328694818,1000000000000000
5062525025010011,99757375231620981,1000000000000000
5312525025010011,99757375134547113,1000000000000000
5562525025010011,99757375037473219,1000000000000000
5812525025010011,99757374940399295,1000000000000000
6062525025010011,99757374843325342,1000000000000000
6312525025010011,99757374746251361,1000000000000000
6562525025010011,99757374649177352,1000000000000000
6812525025010011,99757374552103314,1000000000000000
7062525025010011,99757374455029248,1000000000000000
7312525025010011,99757374357955152,1000000000000000
7562525025010011,99757374260881029,1000000000000000
7812525025010011,99757374163806876,1000000000000000
8062525025010011,99757374066732696,1000000000000000
8312525025010011,99757373969658487,1000000000000000
8562525025010011,99757373872584248,1000000000000000
8812525025010011,99757373775509982,1000000000000000
9062525025010011,99757373678435687,1000000000000000
9312525025010011,99757373581361364,1000000000000000
9562525025010011,99757373484287012,1000000000000000
9812525025010011,99757373387212631,1000000000000000
10062525025010011,99757373290138222,1000000000000000
10312525025010011,99757373193063784,1000000000000000
10562525025010011,99757373095989318,1000000000000000
10812525025010011,99757372998914823,1000000000000000
11062525025010011,99757372901840300,1000000000000000
11312525025010011,99757372804765747,1000000000000000
11562525025010011,99757372707691168,1000000000000000
11812525025010011,99757372610616558,1000000000000000
12062525025010011,99757372513541921,1000000000000000
12312525025010011,99757372416467254,1000000000000000
12562525025010011,99757372319392560,1000000000000000
12812525025010011,99757372222317837,1000000000000000
13062525025010011,99757372125243085,1000000000000000
13312525025010011,99757372028168304,1000000000000000
13562525025010011,99757371931093496,1000000000000000
13812525025010011,99757371834018658,1000000000000000
14062525025010011,99757371736943792,1000000000000000
14312525025010011,99757371639868898,1000000000000000
14562525025010011,99757371542793975,1000000000000000
14812525025010011,99757371445719023,1000000000000000
15062525025010011,99757371348644042,1000000000000000
15312525025010011,99757371251569034,1000000000000000
15562525025010011,99757371154493997,1000000000000000
15812525025010011,99757371057418931,1000000000000000
16062525025010011,99757370960343836,1000000000000000
16312525025010011,99757370863268714,1000000000000000
16562525025010011,99757370766193562,1000000000000000
16812525025010011,99757370669118382,1000000000000000
17062525025010011,99757370572043173,1000000000000000
17312525025010011,99757370474967937,1000000000000000
17562525025010011,99757370377892670,1000000000000000
17812525025010011,99757370280817376,1000000000000000
18062525025010011,99757370183742054,1000000000000000
18312525025010011,99757370086666702,1000000000000000
18562525025010011,99757369989591322,1000000000000000
18812525025010011,99757369892515914,1000000000000000
19062525025010011,99757369795440476,1000000000000000
19312525025010011,99757369698365011,1000000000000000
19562525025010011,99757369601289517,1000000000000000
19812525025010011,99757369504213994,1000000000000000
20062525025010011,99757369407138443,1000000000000000
20312525025010011,99757369310062864,1000000000000000
20562525025010011,99757369212987255,1000000000000000
20812525025010011,99757369115911618,1000000000000000
21062525025010011,99757369018835952,1000000000000000
21312525025010011,99757368921760259,1000000000000000
21562525025010011,99757368824684536,1000000000000000
21812525025010011,99757368727608785,1000000000000000
22062525025010011,99757368630533005,1000000000000000
22312525025010011,99757368533457197,1000000000000000
22562525025010011,99757368436381361,1000000000000000
22812525025010011,99757368339305495,1000000000000000
23062525025010011,99757368242229601,1000000000000000
23312525025010011,99757368145153679,1000000000000000
23562525025010011,99757368048077728,1000000000000000
23812525025010011,99757367951001748,1000000000000000
24062525025010011,99757367853925740,1000000000000000
24312525025010011,99757367756849704,1000000000000000
24562525025010011,99757367659773639,1000000000000000
24812525025010011,99757367562697544,1000000000000000
25062525025010011,99757367465621423,1000000000000000
25312525025010011,99757367368545272,1000000000000000
25562525025010011,99757367271469092,1000000000000000
25812525025010011,99757367174392885,1000000000000000
26062525025010011,99757367077316647,1000000000000000
26312525025010011,99757366980240383,1000000000000000
26562525025010011,99757366883164090,1000000000000000
26812525025010011,99757366786087767,1000000000000000
27062525025010011,99757366689011416,1000000000000000
27312525025010011,99757366591935038,1000000000000000
27562525025010011,99757366494858629,1000000000000000
27812525025010011,99757366397782193,1000000000000000
28062525025010011,99757366300705729,1000000000000000
28312525025010011,99757366203629234,1000000000000000
28562525025010011,99757366106552713,1000000000000000
28812525025010011,99757366009476163,1000000000000000
29062525025010011,99757365912399583,1000000000000000
29312525025010011,99757365815322975,1000000000000000
29562525025010011,99757365718246339,1000000000000000
29812525025010011,99757365621169675,1000000000000000
30062525025010011,99757365524092981,1000000000000000
30312525025010011,99757365427016260,1000000000000000
30562525025010011,99757365329939509,1000000000000000
30812525025010011,99757365232862730,1000000000000000
31062525025010011,99757365135785922,1000000000000000
31312525025010011,99757365038709086,1000000000000000
31562525025010011,99757364941632222,1000000000000000
31812525025010011,99757364844555329,1000000000000000
32062525025010011,99757364747478407,1000000000000000
32312525025010011,99757364650401456,1000000000000000
32562525025010011,99757364553324478,1000000000000000
32812525025010011,99757364456247470,1000000000000000
33062525025010011,99757364359170435,1000000000000000
33312525025010011,99757364262093369,1000000000000000
33562525025010011,99757364165016277,1000000000000000
33812525025010011,99757364067939156,1000000000000000
34062525025010011,99757363970862005,1000000000000000
34312525025010011,99757363873784826,1000000000000000
34562525025010011,99757363776707619,1000000000000000
34812525025010011,99757363679630384,1000000000000000
35062525025010011,99757363582553119,1000000000000000
35312525025010011,99757363485475826,1000000000000000
35562525025010011,99757363388398504,1000000000000000
35812525025010011,99757363291321155,1000000000000000
36062525025010011,99757363194243776,1000000000000000
36312525025010011,99757363097166369,1000000000000000
36562525025010011,99757363000088933,1000000000000000
36812525025010011,99757362903011469,1000000000000000
37062525025010011,99757362805933976,1000000000000000
37312525025010011,99757362708856455,1000000000000000
37562525025010011,99757362611778905,1000000000000000
37812525025010011,99757362514701327,1000000000000000
38062525025010011,99757362417623719,1000000000000000
38312525025010011,99757362320546084,1000000000000000
38562525025010011,99757362223468420,1000000000000000
38812525025010011,99757362126390727,1000000000000000
39062525025010011,99757362029313006,1000000000000000
39312525025010011,99757361932235257,1000000000000000
39562525025010011,99757361835157478,1000000000000000
39812525025010011,99757361738079671,1000000000000000
40062525025010011,99757361641001836,1000000000000000
40312525025010011,99757361543923971,1000000000000000
40562525025010011,99757361446846080,1000000000000000
40812525025010011,99757361349768158,1000000000000000
41062525025010011,99757361252690208,1000000000000000
41312525025010011,99757361155612231,1000000000000000
41562525025010011,99757361058534224,1000000000000000
41812525025010011,99757360961456188,1000000000000000
42062525025010011,99757360864378124,1000000000000000
42312525025010011,99757360767300033,1000000000000000
42562525025010011,99757360670221911,1000000000000000
42812525025010011,99757360573143761,1000000000000000
43062525025010011,99757360476065584,1000000000000000
43312525025010011,99757360378987377,1000000000000000
43562525025010011,99757360281909142,1000000000000000
43812525025010011,99757360184830878,1000000000000000
44062525025010011,99757360087752586,1000000000000000
44312525025010011,99757359990674265,1000000000000000
44562525025010011,99757359893595916,1000000000000000
44812525025010011,99757359796517538,1000000000000000
45062525025010011,99757359699439131,1000000000000000
45312525025010011,99757359602360697,1000000000000000
45562525025010011,99757359505282233,1000000000000000
45812525025010011,99757359408203740,1000000000000000
46062525025010011,99757359311125220,1000000000000000
46312525025010011,99757359214046671,1000000000000000
46562525025010011,99757359116968093,1000000000000000
46812525025010011,99757359019889487,1000000000000000
47062525025010011,99757358922810851,1000000000000000
47312525025010011,99757358825732189,1000000000000000
47562525025010011,99757358728653496,1000000000000000
47812525025010011,99757358631574776,1000000000000000
48062525025010011,99757358534496026,1000000000000000
48312525025010011,99757358437417249,1000000000000000
48562525025010011,99757358340338443,1000000000000000
48812525025010011,99757358243259608,1000000000000000
49062525025010011,99757358146180745,1000000000000000
49312525025010011,99757358049101852,1000000000000000
49562525025010011,99757357952022933,1000000000000000
49812525025010011,99757357854943983,1000000000000000
50062525025010011,99757357757865006,1000000000000000
50312525025010011,99757357660786000,1000000000000000
50562525025010011,99757357563706965,1000000000000000
50812525025010011,99757357466627902,1000000000000000
51062525025010011,99757357369548810,1000000000000000
51312525025010011,99757357272469690,1000000000000000
51562525025010011,99757357175390541,1000000000000000
51812525025010011,99757357078311364,1000000000000000
52062525025010011,99757356981232157,1000000000000000
52312525025010011,99757356884152923,1000000000000000
52562525025010011,99757356787073661,1000000000000000
52812525025010011,99757356689994368,1000000000000000
53062525025010011,99757356592915048,1000000000000000
53312525025010011,99757356495835700,1000000000000000
53562525025010011,99757356398756322,1000000000000000
53812525025010011,99757356301676917,1000000000000000
54062525025010011,99757356204597482,1000000000000000
54312525025010011,99757356107518019,1000000000000000
54562525025010011,99757356010438528,1000000000000000
54812525025010011,99757355913359007,1000000000000000
55062525025010011,99757355816279459,1000000000000000
55312525025010011,99757355719199882,1000000000000000
55562525025010011,99757355622120277,1000000000000000
55812525025010011,99757355525040641,1000000000000000
56062525025010011,99757355427960980,1000000000000000
56312525025010011,99757355330881287,1000000000000000
56562525025010011,99757355233801568,1000000000000000
56812525025010011,99757355136721820,1000000000000000
57062525025010011,99757355039642042,1000000000000000
57312525025010011,99757354942562237,1000000000000000
57562525025010011,99757354845482402,1000000000000000
57812525025010011,99757354748402540,1000000000000000
58062525025010011,99757354651322649,1000000000000000
58312525025010011,99757354554242729,1000000000000000
58562525025010011,99757354457162780,1000000000000000
58812525025010011,99757354360082804,1000000000000000
59062525025010011,99757354263002798,1000000000000000
59312525025010011,99757354165922765,1000000000000000
59562525025010011,99757354068842701,1000000000000000
59812525025010011,99757353971762611,1000000000000000
60062525025010011,99757353874682491,1000000000000000
60312525025010011,99757353777602342,1000000000000000
60562525025010011,99757353680522166,1000000000000000
60812525025010011,99757353583441961,1000000000000000
61062525025010011,99757353486361726,1000000000000000
61312525025010011,99757353389281464,1000000000000000
61562525025010011,99757353292201174,1000000000000000
61812525025010011,99757353195120853,1000000000000000
62062525025010011,99757353098040506,1000000000000000
62312525025010011,99757353000960129,1000000000000000
62562525025010011,99757352903879724,1000000000000000
62812525025010011,99757352806799290,1000000000000000
63062525025010011,99757352709718827,1000000000000000
63312525025010011,99757352612638337,1000000000000000
63562525025010011,99757352515557817,1000000000000000
63812525025010011,99757352418477270,1000000000000000
64062525025010011,99757352321396693,1000000000000000
64312525025010011,99757352224316088,1000000000000000
64562525025010011,99757352127235454,1000000000000000
64812525025010011,99757352030154792,1000000000000000
65062525025010011,99757351933074101,1000000000000000
65312525025010011,99757351835993382,1000000000000000
65562525025010011,99757351738912634,1000000000000000
65812525025010011,99757351641831858,1000000000000000
66062525025010011,99757351544751052,1000000000000000
66312525025010011,99757351447670220,1000000000000000
66562525025010011,99757351350589357,1000000000000000
66812525025010011,99757351253508466,1000000000000000
67062525025010011,99757351156427548,1000000000000000
67312525025010011,99757351059346599,1000000000000000
67562525025010011,99757350962265624,1000000000000000
67812525025010011,99757350865184618,1000000000000000
68062525025010011,99757350768103585,1000000000000000
68312525025010011,99757350671022523,1000000000000000
68562525025010011,99757350573941433,1000000000000000
68812525025010011,99757350476860314,1000000000000000
69062525025010011,99757350379779166,1000000000000000
69312525025010011,99757350282697989,1000000000000000
69562525025010011,99757350185616786,1000000000000000
69812525025010011,99757350088535552,1000000000000000
70062525025010011,99757349991454290,1000000000000000
70312525025010011,99757349894372999,1000000000000000
70562525025010011,99757349797291681,1000000000000000
70812525025010011,99757349700210333,1000000000000000
71062525025010011,99757349603128957,1000000000000000
71312525025010011,99757349506047553,1000000000000000
71562525025010011,99757349408966120,1000000000000000
71812525025010011,99757349311884657,1000000000000000
72062525025010011,99757349214803168,1000000000000000
72312525025010011,99757349117721649,1000000000000000
72562525025010011,99757349020640101,1000000000000000
72812525025010011,99757348923558525,1000000000000000
73062525025010011,99757348826476921,1000000000000000
73312525025010011,99757348729395288,1000000000000000
73562525025010011,99757348632313627,1000000000000000
73812525025010011,99757348535231936,1000000000000000
74062525025010011,99757348438150217,1000000000000000
74312525025010011,99757348341068471,1000000000000000
74562525025010011,99757348243986694,1000000000000000
74812525025010011,99757348146904890,1000000000000000
75062525025010011,99757348049823058,1000000000000000
75312525025010011,99757347952741195,1000000000000000
75562525025010011,99757347855659306,1000000000000000
